Date,bitcoin,prediccion_f2v2n4e20
2018-04-29,9419.08,7257.8774
2018-04-30,9240.55,7347.327
2018-05-01,9119.01,7507.977
2018-05-02,9235.92,7489.373
2018-05-03,9743.86,7450.222
2018-05-04,9700.76,7428.078
2018-05-05,9858.15,7916.601
2018-05-06,9654.8,8365.116
2018-05-07,9373.01,8414.014
2018-05-08,9234.82,8446.962
2018-05-09,9325.18,8161.4873
2018-05-10,9043.94,8069.8975
2018-05-11,8441.49,8321.641
2018-05-12,8504.89,8171.7554
2018-05-13,8723.94,8090.8076
2018-05-14,8716.79,8196.32
2018-05-15,8510.38,8237.273
2018-05-16,8368.83,8391.575
2018-05-17,8094.32,8311.316
2018-05-18,8250.97,8155.5005
2018-05-19,8247.18,8098.6484
2018-05-20,8513.25,8174.1685
2018-05-21,8418.99,8145.116
2018-05-22,8041.78,8214.317
2018-05-23,7557.82,8188.146
2018-05-24,7587.34,7813.3145
2018-05-25,7480.14,7186.2417
