Date,bitcoin,prediccion_f2v7n2e20
2018-05-04,9700.76,9429.387
2018-05-05,9858.15,9664.058
2018-05-06,9654.8,9761.554
2018-05-07,9373.01,9893.958
2018-05-08,9234.82,9892.055
2018-05-09,9325.18,9813.802
2018-05-10,9043.94,9814.49
2018-05-11,8441.49,9818.394
2018-05-12,8504.89,9635.752
2018-05-13,8723.94,9565.696
2018-05-14,8716.79,9420.412
2018-05-15,8510.38,9415.259
2018-05-16,8368.83,9431.021
2018-05-17,8094.32,9403.882
2018-05-18,8250.97,9303.891
2018-05-19,8247.18,9240.402
2018-05-20,8513.25,9178.729
2018-05-21,8418.99,9136.48
2018-05-22,8041.78,9168.058
2018-05-23,7557.82,9105.898
2018-05-24,7587.34,8954.504
2018-05-25,7480.14,8645.371
