Date,bitcoin,prediccion_f5v5n4e20
2018-05-05,9858.15,9450.967
2018-05-06,9654.8,9399.562
2018-05-07,9373.01,9471.226
2018-05-08,9234.82,9637.154
2018-05-09,9325.18,9741.544
2018-05-10,9043.94,9896.298
2018-05-11,8441.49,9976.809
2018-05-12,8504.89,9918.228
2018-05-13,8723.94,9809.971
2018-05-14,8716.79,9784.651
2018-05-15,8510.38,9540.199
2018-05-16,8368.83,9342.72
2018-05-17,8094.32,9238.064
2018-05-18,8250.97,9243.217
2018-05-19,8247.18,9269.846
2018-05-20,8513.25,9224.482
2018-05-21,8418.99,9153.185
2018-05-22,8041.78,9116.233
2018-05-23,7557.82,9124.1875
2018-05-24,7587.34,9052.137
2018-05-25,7480.14,9092.631
