Date,bitcoin,prediccion_f1v5n2e20
2018-05-01,9119.01,9537.499
2018-05-02,9235.92,9496.803
2018-05-03,9743.86,9521.651
2018-05-04,9700.76,9580.094
2018-05-05,9858.15,9615.935
2018-05-06,9654.8,9687.447
2018-05-07,9373.01,9757.097
2018-05-08,9234.82,9723.108
2018-05-09,9325.18,9638.291
2018-05-10,9043.94,9566.279
2018-05-11,8441.49,9384.89
2018-05-12,8504.89,9090.866
2018-05-13,8723.94,8878.473
2018-05-14,8716.79,8755.478
2018-05-15,8510.38,8639.259
2018-05-16,8368.83,8472.617
2018-05-17,8094.32,8499.021
2018-05-18,8250.97,8397.842
2018-05-19,8247.18,8321.453
2018-05-20,8513.25,8161.477
2018-05-21,8418.99,8136.4165
2018-05-22,8041.78,8061.87
2018-05-23,7557.82,8005.633
2018-05-24,7587.34,7813.634
2018-05-25,7480.14,7720.789
