Date,bitcoin,prediccion_f7v2n4e20
2018-05-04,9700.76,10391.461
2018-05-05,9858.15,10382.435
2018-05-06,9654.8,10675.812
2018-05-07,9373.01,10637.313
2018-05-08,9234.82,10498.323
2018-05-09,9325.18,10558.02
2018-05-10,9043.94,10824.845
2018-05-11,8441.49,11107.46
2018-05-12,8504.89,11210.732
2018-05-13,8723.94,11382.143
2018-05-14,8716.79,11192.897
2018-05-15,8510.38,10829.453
2018-05-16,8368.83,10619.173
2018-05-17,8094.32,10322.443
2018-05-18,8250.97,9638.008
2018-05-19,8247.18,9154.07
2018-05-20,8513.25,9464.061
2018-05-21,8418.99,9735.063
2018-05-22,8041.78,9648.693
2018-05-23,7557.82,9358.214
2018-05-24,7587.34,9041.941
2018-05-25,7480.14,8804.389
