Date,bitcoin,prediccion_f1v5n4e20
2018-05-01,9119.01,7429.9966
2018-05-02,9235.92,7393.2437
2018-05-03,9743.86,7430.1616
2018-05-04,9700.76,7564.978
2018-05-05,9858.15,7646.073
2018-05-06,9654.8,7773.444
2018-05-07,9373.01,7855.1333
2018-05-08,9234.82,7823.9463
2018-05-09,9325.18,7657.8115
2018-05-10,9043.94,7533.506
2018-05-11,8441.49,7368.054
2018-05-12,8504.89,6947.5117
2018-05-13,8723.94,6728.7783
2018-05-14,8716.79,6697.055
2018-05-15,8510.38,6685.333
2018-05-16,8368.83,6629.447
2018-05-17,8094.32,6619.4175
2018-05-18,8250.97,6426.093
2018-05-19,8247.18,6379.6245
2018-05-20,8513.25,6334.811
2018-05-21,8418.99,6400.873
2018-05-22,8041.78,6426.4575
2018-05-23,7557.82,6314.2344
2018-05-24,7587.34,6107.693
2018-05-25,7480.14,5970.9204
