f1v1n4e20_loss,f1v1n4e20val_loss
0.07461541230161337,0.1264432535359734
0.06040122672089761,0.098824393004179
0.051338357213488804,0.07561533780474412
0.04385699294366164,0.059221036340060984
0.03888619492638536,0.04789883604175166
0.034701396845595416,0.03499999416894034
0.031814871662963234,0.02543084210667171
0.028162375329231496,0.024012329841130657
0.02535240808616583,0.01793927067008458
0.021859421096584095,0.015178318478559194
0.01941006376650294,0.01253024410260351
0.0166548116746761,0.008720887959689685
0.013821737992977869,0.0073705278704629135
0.011408281573957664,0.005729869761700301
0.009685206673820515,0.005020530802491856
0.008469419852361161,0.0025765597085027317
0.006741150478147306,0.003135971479902142
0.005925756804529558,0.002552240973608078
0.005123380458455985,0.0027309718088393935
0.004633053209934768,0.0028429774683900177
