Date,bitcoin,prediccion_f2v5n2e20
2018-05-02,9235.92,10370.732
2018-05-03,9743.86,10284.063
2018-05-04,9700.76,10298.945
2018-05-05,9858.15,10456.316
2018-05-06,9654.8,10600.014
2018-05-07,9373.01,10789.172
2018-05-08,9234.82,10873.956
2018-05-09,9325.18,10836.918
2018-05-10,9043.94,10767.4795
2018-05-11,8441.49,10840.288
2018-05-12,8504.89,10808.823
2018-05-13,8723.94,10815.442
2018-05-14,8716.79,10904.218
2018-05-15,8510.38,11000.515
2018-05-16,8368.83,11068.859
2018-05-17,8094.32,11119.222
2018-05-18,8250.97,11046.87
2018-05-19,8247.18,10995.919
2018-05-20,8513.25,10996.576
2018-05-21,8418.99,10897.387
2018-05-22,8041.78,10889.353
2018-05-23,7557.82,10859.485
2018-05-24,7587.34,10626.824
2018-05-25,7480.14,10272.49
