f2v5n2e20_loss,f2v5n2e20val_loss
0.10551677091740745,0.0887091943359637
0.06397023720593507,0.045068740793554996
0.052401623074002174,0.01554544754761302
0.04579958080843651,0.008347096038690594
0.04122665340153348,0.006957188303643776
0.033742326095523335,0.007275266323371657
0.029909084521241407,0.006097928972519514
0.024476884498130676,0.0065473561651063165
0.02097756799960406,0.008067299466827056
0.019429188331350742,0.010931304198303413
0.01714772172886534,0.011580404015078854
0.015371482993327426,0.013580840703350706
0.013756509293589524,0.016252288474588768
0.013069593978006458,0.014933128122900418
0.011883305314677033,0.015500924445095134
0.010917100553762557,0.016673674332336165
0.010910276155716731,0.01702026176716682
0.010420990677608873,0.018171565614865867
0.008965935347919604,0.018732488784775302
0.009313059867145297,0.015848604939202524
