f5v7n2e20_loss,f5v7n2e20val_loss
0.14381350796798872,0.19532836437895057
0.0929042068058415,0.09765950205285898
0.06644681737550093,0.04702347948142652
0.0547844247655654,0.025825776756228356
0.04651238472688516,0.015008609035586038
0.04123898749196512,0.00866334695431791
0.036968545200159915,0.008697945315893112
0.03413813060831367,0.005479292169715581
0.03046516481331804,0.005357072063397323
0.02846273959818758,0.005358839699255533
0.025849923474185504,0.005560967214457858
0.02403907612837241,0.005905839778074806
0.02239039678333311,0.006408256193455518
0.020741986312178724,0.006818053926069164
0.0194972473918414,0.007868919354141428
0.018207141975182063,0.008331321716162094
0.017555654456296105,0.008096907968015482
0.01608318973790276,0.011006763019190912
0.014812366224540366,0.010687233550536834
0.013843127753036233,0.011688554363869381
