Date,bitcoin,prediccion_f5v7n2e20
2018-05-07,9373.01,9938.145
2018-05-08,9234.82,10147.022
2018-05-09,9325.18,10237.905
2018-05-10,9043.94,10370.63
2018-05-11,8441.49,10438.858
2018-05-12,8504.89,10360.89
2018-05-13,8723.94,10300.372
2018-05-14,8716.79,10309.775
2018-05-15,8510.38,10024.905
2018-05-16,8368.83,9810.516
2018-05-17,8094.32,9614.563
2018-05-18,8250.97,9627.721
2018-05-19,8247.18,9679.688
2018-05-20,8513.25,9617.138
2018-05-21,8418.99,9491.583
2018-05-22,8041.78,9421.466
2018-05-23,7557.82,9432.453
2018-05-24,7587.34,9366.9795
2018-05-25,7480.14,9416.833
