,f1v1n2e20_loss,f1v1n2e20_val_loss
0,0.10257530854814309,0.1464282187976335
1,0.07311810776702007,0.09358793301017661
2,0.05563906535892881,0.062002228867066536
3,0.04779991656902013,0.04552386544252697
4,0.043553427043794925,0.03622618562688953
5,0.041696395156537266,0.02792325998215299
6,0.039297276569831896,0.027579133938017645
7,0.037109434084727264,0.02015609652000038
8,0.03497210810478903,0.019268389301080453
9,0.03337165160854189,0.016911866486464675
10,0.031207808082456417,0.014990867458676038
11,0.029215147737480514,0.0151582474477197
12,0.027343643807797562,0.013737149389558717
13,0.026324197085356636,0.010098279527339497
14,0.024466079696386752,0.010847426975440038
15,0.022906077698945475,0.009785305218476998
16,0.021271362284158282,0.006935386134213523
17,0.019912607865876154,0.005637220045747726
18,0.01876297841874722,0.005060955244851739
19,0.017510159039175667,0.004638683253065928
