f1v1n2e20_loss,f1v1n2e20val_loss
0.08666910741605804,0.1695097543691334
0.07429002763033393,0.13660809476124613
0.06477000523372946,0.10276579994120096
0.05630283945341298,0.08292644431716517
0.050769368090922765,0.06728453659697582
0.04518698691105496,0.05574899137412247
0.04083615167903247,0.04521468144498373
0.036970953345581446,0.0367729786391321
0.03255987386169051,0.03167317758657431
0.028835459945370217,0.02613647355649032
0.024984889897650384,0.026848402168405682
0.021624919309541607,0.019048504580400492
0.0182557781255049,0.01892109401524067
0.015187265848877411,0.014783103362117944
0.012077314624790524,0.01269808281703215
0.009858636445295632,0.011127368534768098
0.007908152906516233,0.01114065463556663
0.006495695638945436,0.00881428341993964
0.005188435150581526,0.009314230637085674
0.0045107362120190096,0.008249532167897805
