Date,bitcoin,prediccion_f5v1n4e20
2018-05-01,9119.01,8347.945
2018-05-02,9235.92,8034.899
2018-05-03,9743.86,8326.5
2018-05-04,9700.76,8295.5625
2018-05-05,9858.15,8128.913
2018-05-06,9654.8,8112.4194
2018-05-07,9373.01,8208.703
2018-05-08,9234.82,8783.872
2018-05-09,9325.18,8851.341
2018-05-10,9043.94,9060.633
2018-05-11,8441.49,8926.357
2018-05-12,8504.89,8625.281
2018-05-13,8723.94,8688.05
2018-05-14,8716.79,8901.08
2018-05-15,8510.38,8427.832
2018-05-16,8368.83,8598.266
2018-05-17,8094.32,8506.408
2018-05-18,8250.97,8723.394
2018-05-19,8247.18,8809.676
2018-05-20,8513.25,8629.706
2018-05-21,8418.99,8453.833
2018-05-22,8041.78,8533.325
2018-05-23,7557.82,8586.589
2018-05-24,7587.34,8490.237
2018-05-25,7480.14,8640.112
