Date,bitcoin,prediccion_f7v1n4e20
2018-05-03,9743.86,7326.0615
2018-05-04,9700.76,7060.9785
2018-05-05,9858.15,7295.6836
2018-05-06,9654.8,7196.783
2018-05-07,9373.01,7072.261
2018-05-08,9234.82,6982.604
2018-05-09,9325.18,7022.3247
2018-05-10,9043.94,7455.675
2018-05-11,8441.49,7423.8955
2018-05-12,8504.89,7440.031
2018-05-13,8723.94,7411.616
2018-05-14,8716.79,7182.076
2018-05-15,8510.38,7230.9697
2018-05-16,8368.83,7570.2026
2018-05-17,8094.32,7128.1553
2018-05-18,8250.97,7414.717
2018-05-19,8247.18,7253.8096
2018-05-20,8513.25,7447.232
2018-05-21,8418.99,7526.7344
2018-05-22,8041.78,7300.623
2018-05-23,7557.82,7015.502
2018-05-24,7587.34,7178.737
2018-05-25,7480.14,7211.737
