Date,bitcoin,prediccion_f1v2n4e20
2018-04-28,9348.48,9050.085
2018-04-29,9419.08,9169.662
2018-04-30,9240.55,9340.3955
2018-05-01,9119.01,9166.416
2018-05-02,9235.92,9064.686
2018-05-03,9743.86,9213.006
2018-05-04,9700.76,9538.912
2018-05-05,9858.15,9754.17
2018-05-06,9654.8,9877.614
2018-05-07,9373.01,9893.097
2018-05-08,9234.82,9616.541
2018-05-09,9325.18,9324.983
2018-05-10,9043.94,9229.924
2018-05-11,8441.49,8991.107
2018-05-12,8504.89,8363.041
2018-05-13,8723.94,8258.475
2018-05-14,8716.79,8506.983
2018-05-15,8510.38,8675.675
2018-05-16,8368.83,8525.947
2018-05-17,8094.32,8436.612
2018-05-18,8250.97,8172.8877
2018-05-19,8247.18,8224.85
2018-05-20,8513.25,8272.38
2018-05-21,8418.99,8393.556
2018-05-22,8041.78,8360.285
2018-05-23,7557.82,7959.1616
2018-05-24,7587.34,7474.4736
2018-05-25,7480.14,7371.2817
