,f2v2n4e30_loss,f2v2n4e30_val_loss
0,0.03970139589023973,0.31792595695990783
1,0.034807439329564024,0.29713024027072465
2,0.0300223785708872,0.2769583807541774
3,0.0252583773695616,0.2576453989514938
4,0.021185293977379525,0.2389245480298996
5,0.018375216381957566,0.2198371279698152
6,0.014716280683012116,0.2038276608173664
7,0.012393435696673947,0.188741879680982
8,0.010370891417885079,0.1746756577721009
9,0.008633708985577927,0.1629126607798613
10,0.007911191962193698,0.1495119622693612
11,0.006599540087135953,0.14036324734871203
12,0.006142417895725134,0.1308470806823327
13,0.005554908947696602,0.12460617549144305
14,0.005425676107492059,0.11870276641387206
15,0.005424197285260937,0.1122827110095666
16,0.005183939441265282,0.10945146301617989
17,0.005247950489812215,0.10479030901422867
18,0.00520019127384956,0.10134631166091332
19,0.005135561193236996,0.10069565274394475
20,0.005095137166790664,0.09965556659377538
21,0.00506057800114189,0.09840007756765072
22,0.005074358742829378,0.09533655127653709
23,0.0050350179481362806,0.09432296583858821
24,0.005016266833990812,0.0940557741201841
25,0.004965523490682244,0.09265700398156276
26,0.004933263881157639,0.09184879795289956
27,0.004899159529878664,0.09066559188067913
28,0.004864249362422307,0.08975492818997456
29,0.00482004783393969,0.08853207628887433
