f2v2n2e35_loss,f2v2n2e35val_loss
0.11152855076801624,0.20989940045995914
0.10198754010937958,0.1904580717549679
0.09440665748668225,0.17274047577000678
0.08798447480085897,0.15931524455230286
0.08320066058039205,0.14789721615453985
0.07940258177759985,0.13573661406940601
0.07578978307296964,0.12618349127947015
0.07298661404985207,0.11775306735108508
0.07121415190134778,0.10826599070841962
0.0692284378448333,0.1026833084352473
0.06778081151469689,0.0974692618672518
0.06653877639835543,0.09354817304522434
0.06560153377320707,0.089565912301236
0.06474938498491772,0.08463354658414708
0.06385544237862975,0.08164108405880471
0.06325983321699509,0.07862365420194382
0.06277094340685259,0.07493412403508704
0.06209544003657699,0.0743627501453491
0.06151933297741956,0.07157977870566413
0.06105077485571824,0.06946091351911743
0.06060590008688565,0.06802991803418448
0.06017219569653374,0.0652947581789278
0.05995905590257351,0.0658017455382233
0.05935095201888096,0.06417880314303205
0.05902286124137152,0.060435567368218236
0.05855358500156737,0.06026736399198466
0.05791208087417897,0.05875753363634043
0.0575337023423992,0.0577457208344911
0.057199722290857624,0.05815528281667131
0.05691491943739564,0.05408463456687775
0.05625081207485582,0.05632863245270354
0.05563833585090652,0.0532783624181088
0.054921969499089146,0.05188673249188256
0.05431518488940271,0.051319952043605614
0.05380209852211148,0.05035832223105938
