f5v2n2e20_loss,f5v2n2e20val_loss
0.17578305282001153,0.36079366536850627
0.140626246653016,0.2947078673763478
0.11912781153041006,0.23659294272990936
0.10070968918676497,0.19886870365193549
0.09032685713033699,0.16447961132260078
0.07998946614131326,0.13978938116355144
0.07302818302944648,0.12185138844429179
0.06718799920008439,0.10980722779764775
0.06320508559841202,0.09167787167144582
0.05827494872766254,0.08300442906453255
0.0542697995015498,0.07383239614044099
0.05064487265875802,0.06683658422069981
0.047868901792382186,0.05671097322347316
0.043206870479080145,0.052705566676214656
0.03980015807282862,0.047353320655987616
0.03610405286134669,0.04443352590215967
0.032453679083176055,0.041389734801301294
0.02955363593500044,0.03793698160889301
0.02691258628778306,0.0349327195386224
0.02399986400695625,0.03385787530544591
