Date,bitcoin,prediccion_f5v5n2e20
2018-05-05,9858.15,8386.102
2018-05-06,9654.8,8277.397
2018-05-07,9373.01,8322.36
2018-05-08,9234.82,8391.863
2018-05-09,9325.18,8341.056
2018-05-10,9043.94,8313.043
2018-05-11,8441.49,8288.9795
2018-05-12,8504.89,8170.5835
2018-05-13,8723.94,8060.9033
2018-05-14,8716.79,8048.8525
2018-05-15,8510.38,7804.7686
2018-05-16,8368.83,7565.327
2018-05-17,8094.32,7478.611
2018-05-18,8250.97,7548.9043
2018-05-19,8247.18,7640.451
2018-05-20,8513.25,7572.879
2018-05-21,8418.99,7433.8203
2018-05-22,8041.78,7351.008
2018-05-23,7557.82,7416.939
2018-05-24,7587.34,7359.0513
2018-05-25,7480.14,7416.609
