Date,bitcoin,prediccion_f2v2n2e20
2018-04-29,9419.08,9634.257
2018-04-30,9240.55,9790.413
2018-05-01,9119.01,9927.51
2018-05-02,9235.92,9712.435
2018-05-03,9743.86,9555.488
2018-05-04,9700.76,9697.086
2018-05-05,9858.15,9777.979
2018-05-06,9654.8,9738.335
2018-05-07,9373.01,9701.654
2018-05-08,9234.82,9815.261
2018-05-09,9325.18,9605.049
2018-05-10,9043.94,9173.884
2018-05-11,8441.49,8930.104
2018-05-12,8504.89,8525.2705
2018-05-13,8723.94,7627.2046
2018-05-14,8716.79,7427.805
2018-05-15,8510.38,7692.8604
2018-05-16,8368.83,7875.3574
2018-05-17,8094.32,7634.16
2018-05-18,8250.97,7378.592
2018-05-19,8247.18,7024.715
2018-05-20,8513.25,7128.2085
2018-05-21,8418.99,7142.6855
2018-05-22,8041.78,7268.3945
2018-05-23,7557.82,7234.43
2018-05-24,7587.34,6790.6504
2018-05-25,7480.14,6313.1523
