Date,bitcoin,prediccion_f1v7n4e20
2018-05-03,9743.86,10219.676
2018-05-04,9700.76,10253.666
2018-05-05,9858.15,10357.6455
2018-05-06,9654.8,10426.491
2018-05-07,9373.01,10329.228
2018-05-08,9234.82,10300.299
2018-05-09,9325.18,10204.968
2018-05-10,9043.94,10085.14
2018-05-11,8441.49,9980.418
2018-05-12,8504.89,9598.058
2018-05-13,8723.94,9369.744
2018-05-14,8716.79,9274.168
2018-05-15,8510.38,9248.436
2018-05-16,8368.83,9162.271
2018-05-17,8094.32,9141.176
2018-05-18,8250.97,8949.141
2018-05-19,8247.18,8880.149
2018-05-20,8513.25,8862.829
2018-05-21,8418.99,8889.912
2018-05-22,8041.78,8887.228
2018-05-23,7557.82,8815.76
2018-05-24,7587.34,8601.167
2018-05-25,7480.14,8441.276
