Date,bitcoin,prediccion_f5v7n2e20
2018-05-07,9373.01,10808.423
2018-05-08,9234.82,10883.52
2018-05-09,9325.18,10892.468
2018-05-10,9043.94,10941.223
2018-05-11,8441.49,10908.276
2018-05-12,8504.89,10852.019
2018-05-13,8723.94,10741.688
2018-05-14,8716.79,10734.573
2018-05-15,8510.38,10517.464
2018-05-16,8368.83,10273.603
2018-05-17,8094.32,10122.113
2018-05-18,8250.97,10066.561
2018-05-19,8247.18,10104.336
2018-05-20,8513.25,10003.457
2018-05-21,8418.99,9834.244
2018-05-22,8041.78,9712.097
2018-05-23,7557.82,9733.551
2018-05-24,7587.34,9655.996
2018-05-25,7480.14,9699.529
