Simulacion,RMSE (1),RMSE (2),RMSE (3),RMSE (General)
holtwinters ciclo 7,2506.4177922378917,8973.563894437557,8825.398218936261,7409.332692391025
holtwinters ciclo 30,2753.5903297801106,1774.562060555516,3100.3860353572422,2604.0816538183394
holtwinters ciclo 45,1003.8474471930397,3691.8470481895833,502.3179497456928,2227.836592384253
