Date,Close bitcoin,holtwinters ciclo 7,holtwinters ciclo 30,holtwinters ciclo 45
2017-05-04,1537.67,,,
2017-05-05,1555.45,,,
2017-05-06,1578.8,,,
2017-05-07,1596.71,,,
2017-05-08,1723.35,,,
2017-05-09,1755.36,,,
2017-05-10,1787.13,,,
2017-05-11,1848.57,,,
2017-05-12,1724.24,,,
2017-05-13,1804.91,,,
2017-05-14,1808.91,,,
2017-05-15,1738.43,,,
2017-05-16,1734.45,,,
2017-05-17,1839.09,,,
2017-05-18,1888.65,,,
2017-05-19,1987.71,,,
2017-05-20,2084.73,,,
2017-05-21,2041.2,2050.8466124241627,2082.811239411858,2041.9906722359174
2017-05-22,2173.4,2080.073464819769,2119.078905392853,2022.7987348955094
2017-05-23,2320.42,2129.479841275604,2111.033040603654,2013.96996611982
2017-05-24,2443.64,2205.4473251559293,2169.865099451358,2030.8721844528468
2017-05-25,2304.98,2238.622654044567,2194.016274187198,2037.525745478015
2017-05-26,2202.42,2234.591658880043,2233.767920567311,2001.449947341464
2017-05-27,2038.87,2231.8370689166645,2264.9670301089136,2006.5761091310692
2017-05-28,2155.8,2235.9766626162696,2279.0998654648415,2018.3218720630853
2017-05-29,2255.61,2265.203515011876,2298.3126592937165,2039.118433097448
2017-05-30,2175.47,2314.6098914677113,2352.0762267359523,2078.1615788344016
2017-05-31,2286.41,2390.5773753480366,2416.9171762290807,2116.5219668193067
2017-06-01,2407.88,2423.7527042366737,2460.3268775671527,2175.7268213805423
2017-06-02,2488.55,2419.7217090721497,2499.959040659809,2201.971430870979
2017-06-03,2515.35,2416.967119108772,2543.705396715782,2234.7391454317667
2017-06-04,2511.81,2421.106712808377,2557.927225354446,2272.8471558367505
2017-06-05,2686.81,2450.3335652039827,2557.134658677028,2289.9473222273855
2017-06-06,2863.2,2499.739941659818,2533.5723819821683,2301.6849685426823
2017-06-07,2732.16,2575.7074255401435,2573.1288344188274,2334.6224715554486
2017-06-08,2805.62,2608.882754428781,2554.1257405509023,2344.3138424608637
2017-06-09,2823.81,2604.851759264257,2558.839980701189,2383.069517592422
2017-06-10,2947.71,2602.097169300879,2568.9197967917994,2423.849106480736
2017-06-11,2958.11,2606.2367630004837,2521.446974922892,2456.451398343401
2017-06-12,2659.63,2635.46361539609,2569.0558519438364,2473.1414517457065
2017-06-13,2717.02,2684.8699918519255,2578.397249545607,2501.962858173444
2017-06-14,2506.37,2760.8374757322504,2569.3948890252923,2522.1988480844093
2017-06-15,2464.58,2794.012804620888,2592.4698780523886,2567.645042624323
2017-06-16,2518.56,2789.981809456364,2646.9639730389426,2574.8229833809028
2017-06-17,2655.88,2787.227219492986,2701.2068050538705,2649.319537816022
2017-06-18,2548.29,2791.366813192591,2765.8887643556955,2705.394927912246
2017-06-19,2589.6,2820.5936655881974,2809.3950227822784,2758.7531951013025
2017-06-20,2721.79,,,
2017-06-21,2689.1,,,
2017-06-22,2705.41,,,
2017-06-23,2744.91,,,
2017-06-24,2608.72,,,
2017-06-25,2589.41,,,
2017-06-26,2478.45,,,
2017-06-27,2552.45,,,
2017-06-28,2574.79,,,
2017-06-29,2539.32,,,
2017-06-30,2480.84,,,
2017-07-01,2434.55,,,
2017-07-02,2506.47,,,
2017-07-03,2564.06,,,
2017-07-04,2601.64,,,
2017-07-05,2601.99,,,
2017-07-06,2608.56,,,
2017-07-07,2518.66,,,
2017-07-08,2571.34,,,
2017-07-09,2518.44,,,
2017-07-10,2372.56,,,
2017-07-11,2337.79,,,
2017-07-12,2398.84,,,
2017-07-13,2357.9,,,
2017-07-14,2233.34,,,
2017-07-15,1998.86,,,
2017-07-16,1929.82,,,
2017-07-17,2228.41,,,
2017-07-18,2318.88,,,
2017-07-19,2273.43,,,
2017-07-20,2817.6,,,
2017-07-21,2667.76,,,
2017-07-22,2810.12,,,
2017-07-23,2730.4,,,
2017-07-24,2754.86,,,
2017-07-25,2576.48,,,
2017-07-26,2529.45,,,
2017-07-27,2671.78,,,
2017-07-28,2809.01,,,
2017-07-29,2726.45,,,
2017-07-30,2757.18,,,
2017-07-31,2875.34,,,
2017-08-01,2718.26,,,
2017-08-02,2710.67,,,
2017-08-03,2804.73,,,
2017-08-04,2895.89,,,
2017-08-05,3252.91,,,
2017-08-06,3213.94,,,
2017-08-07,3378.94,,,
2017-08-08,3419.94,,,
2017-08-09,3342.47,,,
2017-08-10,3381.28,,,
2017-08-11,3650.62,,,
2017-08-12,3884.71,,,
2017-08-13,4073.26,,,
2017-08-14,4325.13,,,
2017-08-15,4181.93,,,
2017-08-16,4376.63,,,
2017-08-17,4331.69,,,
2017-08-18,4160.62,,,
2017-08-19,4193.7,,,
2017-08-20,4087.66,,,
2017-08-21,4001.74,,,
2017-08-22,4100.52,,,
2017-08-23,4151.52,,,
2017-08-24,4334.68,,,
2017-08-25,4371.6,,,
2017-08-26,4352.4,,,
2017-08-27,4382.88,,,
2017-08-28,4382.66,,,
2017-08-29,4579.02,,,
2017-08-30,4565.3,,,
2017-08-31,4703.39,,,
2017-09-01,4892.01,,,
2017-09-02,4578.77,,,
2017-09-03,4582.96,,,
2017-09-04,4236.31,,,
2017-09-05,4376.53,,,
2017-09-06,4597.12,,,
2017-09-07,4599.88,,,
2017-09-08,4228.75,,,
2017-09-09,4226.06,,,
2017-09-10,4122.94,,,
2017-09-11,4161.27,,,
2017-09-12,4130.81,,,
2017-09-13,3882.59,,,
2017-09-14,3154.95,,,
2017-09-15,3637.52,,,
2017-09-16,3625.04,,,
2017-09-17,3582.88,,,
2017-09-18,4065.2,,,
2017-09-19,3924.97,,,
2017-09-20,3905.95,,,
2017-09-21,3631.04,,,
2017-09-22,3630.7,,,
2017-09-23,3792.4,,,
2017-09-24,3682.84,,,
2017-09-25,3926.07,,,
2017-09-26,3892.35,,,
2017-09-27,4200.67,,,
2017-09-28,4174.73,,,
2017-09-29,4163.07,,,
2017-09-30,4338.71,,,
2017-10-01,4403.74,,,
2017-10-02,4409.32,,,
2017-10-03,4317.48,,,
2017-10-04,4229.36,,,
2017-10-05,4328.41,,,
2017-10-06,4370.81,,,
2017-10-07,4426.89,,,
2017-10-08,4610.48,,,
2017-10-09,4772.02,,,
2017-10-10,4781.99,,,
2017-10-11,4826.48,,,
2017-10-12,5446.91,,,
2017-10-13,5647.21,,,
2017-10-14,5831.79,,,
2017-10-15,5678.19,,,
2017-10-16,5725.59,,,
2017-10-17,5605.51,,,
2017-10-18,5590.69,,,
2017-10-19,5708.52,,,
2017-10-20,6011.45,,,
2017-10-21,6031.6,,,
2017-10-22,6008.42,,,
2017-10-23,5930.32,,,
2017-10-24,5526.64,,,
2017-10-25,5750.8,,,
2017-10-26,5904.83,,,
2017-10-27,5780.9,,,
2017-10-28,5753.09,,,
2017-10-29,6153.85,,,
2017-10-30,6130.53,,,
2017-10-31,6468.4,,,
2017-11-01,6767.31,,,
2017-11-02,7078.5,,,
2017-11-03,7207.76,,,
2017-11-04,7379.95,,,
2017-11-05,7407.41,,,
2017-11-06,7022.76,,,
2017-11-07,7144.38,7092.9394855618475,7055.593757281571,7133.182173640883
2017-11-08,7459.69,7217.307065237256,7116.522321040508,7127.292170998232
2017-11-09,7143.58,7326.576536791044,7167.78173708696,7277.624290273916
2017-11-10,6618.14,7391.576999691108,7271.011636675228,7319.33827905094
2017-11-11,6357.6,7469.663956338712,7376.2762929338405,7414.714489949157
2017-11-12,5950.07,7508.428680376261,7417.103127161847,7464.906950625392
2017-11-13,6559.49,7556.235223465008,7432.051008685202,7504.249441393255
2017-11-14,6635.75,7578.643346708909,7641.533306729367,7656.666003508815
2017-11-15,7315.54,7703.01092638432,7693.817570805898,7723.419111172494
2017-11-16,7871.69,7812.280397938106,7726.771009174683,7731.282223345925
2017-11-17,7708.99,7877.280860838171,7900.526474938995,7731.607172603875
2017-11-18,7790.15,7955.367817485775,7916.4208261163185,7747.684800503689
2017-11-19,8036.49,7994.132541523324,8006.560852949113,7796.338735214432
2017-11-20,8200.64,8041.939084612071,8055.588610173211,7890.344638298868
2017-11-21,8071.26,8064.347207855973,8111.924425415514,7902.6633441930735
2017-11-22,8253.55,8188.714787531383,8190.283948446649,7940.010066165284
2017-11-23,8038.77,8297.98425908517,8188.475440983193,7966.00062737456
2017-11-24,8253.69,8362.984721985235,8357.448983572529,8029.556244940881
2017-11-25,8790.92,8441.071678632838,8439.345194374804,8096.622788551766
2017-11-26,9330.55,8479.836402670388,8497.314834781373,8205.956530217749
2017-11-27,9818.35,8527.642945759133,8597.342942020776,8278.073476104692
2017-11-28,10058.8,8550.051069003035,8730.017462922435,8356.99526584609
2017-11-29,9888.61,8674.418648678446,8816.872850386055,8454.830130821514
2017-11-30,10233.6,8783.688120232233,8931.618790915953,8553.699316594357
2017-12-01,10975.6,8848.688583132298,8945.436361758066,8525.554549179757
2017-12-02,11074.6,8926.775539779901,8983.492016735641,8694.421431596456
2017-12-03,11323.2,8965.540263817451,8993.481584310006,8697.631353747982
2017-12-04,11657.2,9013.346806906196,9049.155681075334,8815.531462040915
2017-12-05,11916.7,9035.754930150099,9125.737395029586,8873.22610906948
2017-12-06,14291.5,9160.122509825509,9141.057136581567,8941.054851303807
2017-12-07,17899.7,,,
2017-12-08,16569.4,,,
2017-12-09,15178.2,,,
2017-12-10,15455.4,,,
2017-12-11,16936.8,,,
2017-12-12,17415.4,,,
2017-12-13,16408.2,,,
2017-12-14,16564.0,,,
2017-12-15,17706.9,,,
2017-12-16,19497.4,,,
2017-12-17,19140.8,,,
2017-12-18,19114.2,,,
2017-12-19,17776.7,,,
2017-12-20,16624.6,,,
2017-12-21,15802.9,,,
2017-12-22,13831.8,,,
2017-12-23,14699.2,,,
2017-12-24,13925.8,,,
2017-12-25,14026.6,,,
2017-12-26,16099.8,,,
2017-12-27,15838.5,,,
2017-12-28,14606.5,,,
2017-12-29,14656.2,,,
2017-12-30,12952.2,,,
2017-12-31,14156.4,,,
2018-01-01,13657.2,,,
2018-01-02,14982.1,,,
2018-01-03,15201.0,,,
2018-01-04,15599.2,,,
2018-01-05,17429.5,,,
2018-01-06,17527.0,,,
2018-01-07,16477.6,,,
2018-01-08,15170.1,,,
2018-01-09,14595.4,,,
2018-01-10,14973.3,,,
2018-01-11,13405.8,,,
2018-01-12,13980.6,,,
2018-01-13,14360.2,,,
2018-01-14,13772.0,,,
2018-01-15,13819.8,,,
2018-01-16,11490.5,,,
2018-01-17,11188.6,,,
2018-01-18,11474.9,,,
2018-01-19,11607.4,,,
2018-01-20,12899.2,,,
2018-01-21,11600.1,,,
2018-01-22,10931.4,,,
2018-01-23,10868.4,,,
2018-01-24,11359.4,,,
2018-01-25,11259.4,,,
2018-01-26,11171.4,,,
2018-01-27,11440.7,,,
2018-01-28,11786.3,,,
2018-01-29,11296.4,,,
2018-01-30,10106.3,,,
2018-01-31,10221.1,,,
2018-02-01,9170.54,,,
2018-02-02,8830.75,,,
2018-02-03,9174.91,,,
2018-02-04,8277.01,,,
2018-02-05,6955.27,,,
2018-02-06,7754.0,,,
2018-02-07,7621.3,,,
2018-02-08,8265.59,,,
2018-02-09,8736.98,,,
2018-02-10,8621.9,,,
2018-02-11,8129.97,,,
2018-02-12,8926.57,,,
2018-02-13,8598.31,,,
2018-02-14,9494.63,,,
2018-02-15,10166.4,,,
2018-02-16,10233.9,,,
2018-02-17,11112.7,,,
2018-02-18,10551.8,,,
2018-02-19,11225.3,,,
2018-02-20,11403.7,,,
2018-02-21,10690.4,,,
2018-02-22,10005.0,,,
2018-02-23,10301.1,,,
2018-02-24,9813.07,,,
2018-02-25,9664.73,,,
2018-02-26,10366.7,,,
2018-02-27,10725.6,,,
2018-02-28,10397.9,,,
2018-03-01,10951.0,,,
2018-03-02,11086.4,,,
2018-03-03,11489.7,,,
2018-03-04,11512.6,,,
2018-03-05,11573.3,,,
2018-03-06,10779.9,,,
2018-03-07,9965.57,,,
2018-03-08,9395.01,,,
2018-03-09,9337.55,,,
2018-03-10,8866.0,,,
2018-03-11,9578.63,,,
2018-03-12,9205.12,,,
2018-03-13,9194.85,,,
2018-03-14,8269.81,,,
2018-03-15,8300.86,,,
2018-03-16,8338.35,,,
2018-03-17,7916.88,,,
2018-03-18,8223.68,,,
2018-03-19,8630.65,,,
2018-03-20,8913.47,,,
2018-03-21,8929.28,,,
2018-03-22,8728.47,,,
2018-03-23,8879.62,,,
2018-03-24,8668.12,,,
2018-03-25,8495.78,,,
2018-03-26,8209.4,,,
2018-03-27,7833.04,,,
2018-03-28,7954.48,,,
2018-03-29,7165.7,,,
2018-03-30,6890.52,,,
2018-03-31,6973.53,,,
2018-04-01,6844.23,,,
2018-04-02,7083.8,,,
2018-04-03,7456.11,,,
2018-04-04,6853.84,,,
2018-04-05,6811.47,,,
2018-04-06,6636.32,,,
2018-04-07,6911.09,,,
2018-04-08,7023.52,,,
2018-04-09,6770.73,,,
2018-04-10,6834.76,,,
2018-04-11,6968.32,,,
2018-04-12,7889.25,,,
2018-04-13,7895.96,,,
2018-04-14,7986.24,,,
2018-04-15,8329.11,,,
2018-04-16,8058.67,,,
2018-04-17,7902.09,,,
2018-04-18,8163.42,,,
2018-04-19,8294.31,,,
2018-04-20,8845.83,,,
2018-04-21,8895.58,,,
2018-04-22,8802.46,,,
2018-04-23,8930.88,,,
2018-04-24,9697.5,,,
2018-04-25,8845.74,,,
2018-04-26,9281.51,8829.49993155598,8864.12781935916,8888.0530026925
2018-04-27,8987.05,8743.137414340079,8963.998426542894,8882.546317150005
2018-04-28,9348.48,8777.464003893749,9073.425303398986,8938.46596414564
2018-04-29,9419.08,8752.175202270237,8972.591268969629,9006.278283265285
2018-04-30,9240.55,8833.330454154966,9061.706360042157,9071.258395944507
2018-05-01,9119.01,8887.445331439585,8950.559944721557,9097.226619325253
2018-05-02,9235.92,8845.908018453589,8976.149266218716,9127.473336146344
2018-05-03,9743.86,8829.667945328769,8991.46617387513,9124.068207580976
2018-05-04,9700.76,8743.30542811287,8992.310949844474,9214.38301721341
2018-05-05,9858.15,8777.632017666541,9017.770240004014,9191.10572340885
2018-05-06,9654.8,8752.34321604303,9062.26087925455,8997.119849966799
2018-05-07,9373.01,8833.498467927759,9029.653930580429,9282.969117475992
2018-05-08,9234.82,8887.613345212376,8973.076292133353,9187.154925157063
2018-05-09,9325.18,8846.076032226381,8977.458842402786,9174.601757992506
2018-05-10,9043.94,8829.835959101561,9213.133776748855,9390.590660653059
2018-05-11,8441.49,8743.47344188566,9105.65682765257,9314.154467358276
2018-05-12,8504.89,8777.800031439332,9156.04878204676,9293.358094620758
2018-05-13,8723.94,8752.51122981582,9256.921395835743,9503.275949899788
2018-05-14,8716.79,8833.666481700551,9211.57987037295,9313.740529672701
2018-05-15,8510.38,8887.781358985167,9428.26634068436,9529.395952445771
2018-05-16,8368.83,8846.244045999174,9302.09472047953,9317.638832120789
2018-05-17,8094.32,8830.003972874354,9344.454637736795,9367.630368414899
2018-05-18,8250.97,8743.641455658453,9438.853834420786,9465.555571628585
2018-05-19,8247.18,8777.968045212125,9356.23444064506,9340.546234020747
2018-05-20,8513.25,8752.679243588611,9537.035832228647,9468.498596510115
2018-05-21,8418.99,8833.83449547334,9432.28838153862,9470.736808506135
2018-05-22,8041.78,8887.94937275796,9484.322718934853,9393.106893537331
2018-05-23,7557.82,8846.412059771967,9459.57084887342,9383.602283241511
2018-05-24,7587.34,8830.171986647143,9589.526848314646,9444.130456204783
2018-05-25,7480.14,8743.809469431244,9631.247549280955,9559.660474554516
