Date,bitcoin,prediccion_f2v2n4e20
2018-04-29,9419.08,9664.528
2018-04-30,9240.55,9794.363
2018-05-01,9119.01,9867.434
2018-05-02,9235.92,9640.85
2018-05-03,9743.86,9486.84
2018-05-04,9700.76,9557.663
2018-05-05,9858.15,9957.703
2018-05-06,9654.8,10081.063
2018-05-07,9373.01,10125.09
2018-05-08,9234.82,10215.206
2018-05-09,9325.18,10065.056
2018-05-10,9043.94,9873.221
2018-05-11,8441.49,9989.605
2018-05-12,8504.89,9574.611
2018-05-13,8723.94,9307.793
2018-05-14,8716.79,9256.921
2018-05-15,8510.38,9430.978
2018-05-16,8368.83,9617.613
2018-05-17,8094.32,9474.738
2018-05-18,8250.97,9196.24
2018-05-19,8247.18,9130.186
2018-05-20,8513.25,9324.258
2018-05-21,8418.99,9298.486
2018-05-22,8041.78,9371.902
2018-05-23,7557.82,9259.173
2018-05-24,7587.34,8592.04
2018-05-25,7480.14,7924.5034
