f7v2n4e20_loss,f7v2n4e20val_loss
0.05463195574870309,0.027037757349775194
0.050651176153171405,0.022100819306983117
0.046841198057960234,0.016832999776097687
0.04241354215959653,0.017118577097364245
0.03836803014343848,0.01124123818899921
0.03446311396711228,0.011796337362884128
0.02901654220454356,0.006409027942510797
0.025610267328517754,0.003947800878024204
0.02038679241476439,0.004089754425296362
0.01691718733913987,0.004092051308265233
0.013827021508471532,0.004908676075927438
0.011145914217100006,0.006169725967412616
0.009439641577865154,0.00774301958587417
0.008742768592556972,0.007440670321576614
0.007901726078857054,0.01002760946458364
0.007258416042634567,0.007471346492046847
0.007048430956874368,0.010575196081574293
0.006183970935889197,0.008954961327191919
0.00612720932212694,0.00924083944459624
0.0059029913319857946,0.011180378194462428
