Date,bitcoin,prediccion_f7v2n4e20
2018-05-04,9700.76,9456.822
2018-05-05,9858.15,9543.506
2018-05-06,9654.8,9670.639
2018-05-07,9373.01,9554.555
2018-05-08,9234.82,9451.224
2018-05-09,9325.18,9529.241
2018-05-10,9043.94,9837.394
2018-05-11,8441.49,10080.631
2018-05-12,8504.89,10265.455
2018-05-13,8723.94,10344.311
2018-05-14,8716.79,10111.537
2018-05-15,8510.38,9837.463
2018-05-16,8368.83,9680.503
2018-05-17,8094.32,9462.302
2018-05-18,8250.97,8918.652
2018-05-19,8247.18,8653.009
2018-05-20,8513.25,8880.612
2018-05-21,8418.99,9003.0
2018-05-22,8041.78,8852.789
2018-05-23,7557.82,8712.531
2018-05-24,7587.34,8483.906
2018-05-25,7480.14,8469.164
