,CombinacionStocks_n512_loss,CombinacionStocks_n512_val_loss
0,0.003260970806124909,0.07653434283431919
1,0.013306906446814537,0.10024359394078967
2,0.00867782247349106,0.12900567534326138
3,0.005572688498202412,0.11088835970423687
4,0.0046366621906087655,0.08738398808857491
5,0.005728522647471948,0.08229999432618591
6,0.005557175784575185,0.08588291721782465
7,0.004610741173784281,0.08284591001340713
8,0.003924529335793407,0.07323829093198667
9,0.0038009549828310466,0.06582265167400755
10,0.0037046163824611695,0.06240729850599135
11,0.003304000563876725,0.05865414123768094
12,0.00286906102843497,0.05274488939636055
13,0.002603008470701418,0.047043240704070566
14,0.0023850478371070035,0.04266665396334111
15,0.0020893357892188876,0.03831594385977449
16,0.001797332390928748,0.03353922086200495
17,0.001570415113057042,0.029183894138911676
18,0.00135585427787369,0.02534426744470651
19,0.0011397681584389046,0.021619843768662418
20,0.0009575949154858446,0.01817453297219057
21,0.0008051885792386087,0.015202084235076246
22,0.0006690253543763839,0.01256347456197629
23,0.0005597784317730144,0.010270966067053806
24,0.0004758596020194049,0.008382258358700522
25,0.00041074881761002987,0.0068270398689241245
26,0.00036454371286384846,0.005579240609431404
27,0.0003328803420232759,0.00460999307019272
28,0.00031161982226239024,0.0038642281901904905
29,0.0002977496438563384,0.0033035069629121787
30,0.00028796834839727386,0.0028874515448750436
31,0.000280368587586911,0.0025790520119427264
32,0.00027350081587825827,0.0023517770553542964
33,0.0002666668925934803,0.0021809109582983212
34,0.0002596318006218443,0.002049505523266806
35,0.00025232237644611335,0.0019437437154481124
36,0.00024487829378112917,0.0018541834386729304
37,0.00023736967362300226,0.001774195220385646
38,0.0002299662500127465,0.0016993000198840752
39,0.0002225487621436859,0.0016270072424206241
40,0.00021540640131436587,0.0015558151811917965
41,0.00020835052761878153,0.0014860495368297073
42,0.0002015373539433804,0.001416640709443339
43,0.00019487230571845932,0.001349122600694155
44,0.00018839573967016312,0.0012829699607073575
45,0.00018210050963727092,0.0012190637804953188
46,0.00017596379303153948,0.0011576873988940798
47,0.00017001034408251103,0.0010988557117124055
48,0.00016420951955108744,0.0010429104728538585
49,0.00015858018407183326,0.0009898635312572293
50,0.0001531112633863646,0.0009395804780738792
51,0.00014780111931700623,0.0008922160948337666
52,0.00014267086585643753,0.0008476151597696817
53,0.00013768324985077884,0.0008055219739868209
54,0.00013284248039969402,0.0007662675383597098
55,0.00012819460465541998,0.0007293738729866414
56,0.0001236851341422278,0.0006950521284992667
57,0.00011935174171966715,0.0006630254358096027
58,0.00011516603664294335,0.00063333825486573
59,0.00011114895297114031,0.0006059131213067763
60,0.00010727861369779366,0.0005806349278106515
61,0.00010357682311160746,0.0005574893445879135
62,0.00010001425571631287,0.0005363495458431285
63,9.662013301216387e-05,0.0005172466164743848
64,9.336407118558551e-05,0.0004999519482351326
65,9.026379108224225e-05,0.00048455912432494175
66,8.730753772355477e-05,0.0004708640044555068
67,8.449740708710615e-05,0.0004588657141738068
68,8.182774081956006e-05,0.0004484364602329402
69,7.929734574749947e-05,0.00043952812363083166
70,7.690295642951033e-05,0.00043203840741416673
71,7.46407707595807e-05,0.00042589979270344665
72,7.250863676870659e-05,0.0004210288625681537
73,7.050285935763205e-05,0.0004173314881955284
74,6.861583243262011e-05,0.0004147406167018859
75,6.685205454263708e-05,0.0004131691717681871
76,6.51991989191932e-05,0.00041253151554057654
77,6.365651513507387e-05,0.00041275408624767744
78,6.222191858660676e-05,0.0004137548873597092
79,6.0887145249496866e-05,0.00041545840949034214
80,5.964911655735642e-05,0.0004177855069470731
81,5.850527726913984e-05,0.00042066834304995576
82,5.744636391996053e-05,0.000424033585847516
83,5.647382760338817e-05,0.000427807262434956
84,5.5577820603502914e-05,0.00043193834242357434
85,5.475675638520223e-05,0.0004363479209801546
86,5.4004717587785064e-05,0.00044099271067300403
