,Stocks NFLX_loss,Stocks NFLX_val_loss
0,0.011970600755564097,0.1600479805606535
1,0.0047061968830296366,0.10702748168473956
2,0.005668757745632152,0.08352432442807603
3,0.007202441231401145,0.07920894780378232
4,0.0069454881501780155,0.08317034802902704
5,0.006029355800014803,0.08717666960310662
6,0.00528087199066134,0.08688841691647453
7,0.004755608649153648,0.08205495089635081
8,0.004394843074460995,0.0748490477087854
9,0.004177228263953979,0.06766119496575718
10,0.004026705131534187,0.061785868529615734
11,0.0038429602830745706,0.057239789901108576
12,0.003590597302770649,0.05335348853092084
13,0.0032965695009106533,0.049406546713977026
14,0.0029994844413501606,0.0450910616708898
15,0.002721087525373903,0.04048995125567776
16,0.002466778019336106,0.035911311277712896
17,0.0022282727482867823,0.03160053945478351
18,0.001993293526057882,0.027626992299638945
19,0.0017568775059269934,0.023886067685724675
20,0.001528038268630532,0.020328695703854507
21,0.001312886649774837,0.01697279268811489
22,0.0011161804378525108,0.01390439012869336
23,0.0009376155754454948,0.011180578934392709
24,0.000775205041683311,0.00880928774332178
25,0.0006307110962479364,0.00678083604608459
26,0.0005049485005384803,0.005081252045073043
27,0.0003990306419951991,0.0037074515745900145
28,0.00031162035717072244,0.00263706604875196
29,0.00024110364196447377,0.0018344277264443279
30,0.00018612842775356752,0.0012619624974141862
31,0.0001443802185380703,0.0008760329400157107
32,0.00011383827206017664,0.0006353557524645979
33,9.225371451620227e-05,0.0005014593861515409
34,7.743589602974136e-05,0.0004403104994917053
35,6.757370183236319e-05,0.00042465583912375244
36,6.119500623712177e-05,0.00043434094123799224
37,5.713788798846968e-05,0.00045534825399410966
38,5.455282906501222e-05,0.0004788676595272518
39,5.286383973976501e-05,0.0005001736645608198
40,5.170296655664081e-05,0.0005171760507249113
41,5.0843259727451203e-05,0.0005293973526200173
42,5.015359938729437e-05,0.0005373444566074973
43,4.9563602898296655e-05,0.0005418716765265783
44,4.903742019555414e-05,0.000543911924623167
45,4.855660166679721e-05,0.0005442477627550306
