,Stocks ORCL_loss,Stocks ORCL_val_loss
0,0.0008690112162417971,0.1778830246738166
1,0.0028363554084227106,0.18699224428697067
2,0.0017979386020143908,0.18793139785281882
3,0.0012594703339571364,0.16914566144470342
4,0.001313966367978695,0.15469939871267838
5,0.0014005294983652381,0.14817345253199585
6,0.0012363594117736029,0.14074047833434805
7,0.001079837269676957,0.1301298469058738
8,0.001025126914085805,0.12005826978644063
9,0.0009779010443324763,0.11152796989137476
10,0.0008856888515547626,0.10282696598817494
11,0.0007963312630087507,0.09364023644569491
12,0.0007290377171925646,0.0848294914630819
13,0.000658753082206211,0.07639116849288467
14,0.0005829587213412189,0.06804377739587106
15,0.0005142573000957481,0.059995918234517755
16,0.000449574327462907,0.05236748664462862
17,0.0003864683702969077,0.045144416176336855
18,0.0003286260067127368,0.03843704789630638
19,0.00027541668983638166,0.03229424314311713
20,0.00022738056294889427,0.026757169745800908
21,0.0001852349791875925,0.021869846273305987
22,0.0001487850532905499,0.01763739459955495
23,0.00011823628944910539,0.0140549379654906
24,9.336648653222878e-05,0.011098729677436766
25,7.35208757624823e-05,0.008707990246432378
26,5.874481876688617e-05,0.006837781749604162
27,4.7637628521750994e-05,0.0053989224767019926
28,3.997680089149762e-05,0.004324006009077237
29,3.4760555633909474e-05,0.003536618978539405
30,3.1315683898821954e-05,0.002968996105146063
31,2.9181721567345615e-05,0.002567481263040388
32,2.777183701164928e-05,0.002284303038142437
33,2.6861746583330205e-05,0.002086511943951126
34,2.6194780354468876e-05,0.0019476565951866305
35,2.565818671849056e-05,0.0018497072843342158
36,2.5174739683520296e-05,0.0017793482767941415
37,2.471382652980868e-05,0.0017276275229509458
38,2.4258580745759706e-05,0.0016881069995863132
39,2.380111892149622e-05,0.0016564730754938008
40,2.334686777889267e-05,0.001629807768882183
41,2.289106511349274e-05,0.001606160337066909
42,2.2438588222173187e-05,0.0015843259622843181
43,2.1988797842905942e-05,0.001563571140454882
44,2.1543477306889048e-05,0.0015434874250545851
45,2.110219252207278e-05,0.0015238755861728276
46,2.0666927269280865e-05,0.0015046636810649402
47,2.023571568699015e-05,0.0014858289067594965
48,1.981154608916422e-05,0.0014674113524600495
49,1.939229666224627e-05,0.0014494341896261927
50,1.8980428634196026e-05,0.001431931391327588
51,1.8572712953063883e-05,0.0014149339278882816
52,1.8173472680178402e-05,0.0013984584871079189
53,1.7779752213319316e-05,0.0013825122925091135
54,1.7394580245008383e-05,0.0013671400870219612
55,1.7012329032492617e-05,0.0013522850936432639
56,1.6641240552056212e-05,0.0013379822764160835
57,1.627483393988295e-05,0.0013242288548422378
58,1.5916516749411512e-05,0.0013110137877462447
59,1.556555732597851e-05,0.0012983433471238318
60,1.5221601552936087e-05,0.0012861991730280036
61,1.4885961958919152e-05,0.0012745842297199714
62,1.455657190137181e-05,0.0012634935777264932
63,1.4236039781032808e-05,0.0012529119050653636
64,1.392202463370463e-05,0.0012428508850183984
65,1.3616336248613017e-05,0.0012332789622986119
66,1.3317833743577685e-05,0.0012242146844644683
67,1.3026932840358681e-05,0.0012156257236545737
68,1.2744366907378012e-05,0.001207519623774204
69,1.2468263888847052e-05,0.0011998834069202509
70,1.2200726295988776e-05,0.0011927020266528957
71,1.1940117519395041e-05,0.0011859738098626788
72,1.1687049100296727e-05,0.0011796790352168161
73,1.1441600563106596e-05,0.0011738168714521837
74,1.1203528524035864e-05,0.0011683695609027074
75,1.0972891581602671e-05,0.0011633318629546846
76,1.0748692899547934e-05,0.0011586885195040751
77,1.0532294344715004e-05,0.0011544269913699755
78,1.0323306954030933e-05,0.0011505412355388616
79,1.0120364080167815e-05,0.0011470176102516573
80,9.924727229859433e-06,0.0011438386128014646
81,9.736018353969259e-06,0.001140999993547982
82,9.55383892845524e-06,0.001138485016586059
83,9.378191538988267e-06,0.001136284640004997
84,9.20886441611604e-06,0.0011343835999280954
85,9.045888858482681e-06,0.0011327727524609852
86,8.889203381239753e-06,0.0011314377640874302
87,8.738499432672315e-06,0.0011303698661359997
88,8.593567753834112e-06,0.0011295539130695348
89,8.454762566603781e-06,0.0011289791917920974
90,8.32132915574153e-06,0.0011286352778407784
91,8.193453133331365e-06,0.0011285086141221902
92,8.071179778679766e-06,0.0011285892601148033
93,7.953842890675927e-06,0.001128864650660741
94,7.841665363170146e-06,0.0011293244228721404
95,7.73446699594771e-06,0.0011299574210824183
96,7.632122669597002e-06,0.0011307526878196715
97,7.534495208264244e-06,0.001131699662001357
98,7.441376104651689e-06,0.0011327882905390638
99,7.352585384039178e-06,0.0011340088080152991
100,7.268018597349224e-06,0.0011353512286893593
101,7.1876287966156535e-06,0.001136804499840441
