,Stocks ORCL_loss,Stocks ORCL_val_loss
0,0.000843294846932762,0.16188282462266776
1,0.002365455513846917,0.16247761937288138
2,0.0018357408855361147,0.16846378262226397
3,0.0012961451525020844,0.15818450084099403
4,0.0011190078221261501,0.143656299664424
5,0.0012402165683362489,0.13497450718512902
6,0.0012464170397904057,0.1301477436835949
7,0.0011152691239168723,0.12394324862040006
8,0.0010010230851968606,0.11566511255044204
9,0.0009565565627641403,0.10766723637397473
10,0.0009276347040073373,0.10084726718755868
11,0.0008669760561763094,0.09423947219665234
12,0.0007948462399116789,0.08721397244013272
13,0.0007365676977385122,0.08015165420678946
14,0.0006868634742344371,0.07342137281711285
15,0.0006322571727930783,0.06688659466229953
16,0.0005743876177942953,0.060414643241808966
17,0.0005200022071501455,0.054085211685070626
18,0.00046942347454695176,0.04803223220201639
19,0.0004187521173242623,0.042242794655836545
20,0.00036933157333316136,0.03672106506732794
21,0.00032319600555078627,0.031538924345603354
22,0.0002797340952943509,0.026739241985174324
23,0.00023876980916471579,0.022338156803296164
24,0.00020122576881056794,0.018366849766327784
25,0.00016727110834416145,0.014847867907239841
26,0.0001368449708164777,0.011784412539922275
27,0.00011020212724151161,0.009173156120456182
28,8.735713946897214e-05,0.006999886308151942
29,6.813531441506572e-05,0.005236142386610691
30,5.238736244231964e-05,0.0038448464698516405
31,3.982441530052501e-05,0.002781227660866884
32,3.007370301370079e-05,0.001995268940495757
33,2.2745915780083473e-05,0.0014360708435280966
34,1.7413757212545115e-05,0.0010545386108928002
35,1.3663783192896517e-05,0.0008061582831522593
36,1.1123477739042406e-05,0.0006530987761484889
37,9.462532594065684e-06,0.0005648162556239045
38,8.417187403280808e-06,0.0005181588617583307
39,7.783697723285653e-06,0.0004965802565073738
40,7.41325379749469e-06,0.0004889533604280307
41,7.203844723755117e-06,0.0004882856872147665
42,7.089154319846085e-06,0.000490504872197142
43,7.027588428452593e-06,0.0004934517738337701
44,6.995062799083266e-06,0.0004961296933918045
45,6.977773707079065e-06,0.000498191959475382
46,6.968441661788697e-06,0.0004996117652178957
47,6.963199369308243e-06,0.0005004964724111443
48,6.960123676855381e-06,0.0005009866033035975
49,6.958224573211807e-06,0.0005012102371368271
50,6.9569837251037825e-06,0.0005012689462791269
51,6.956116819240448e-06,0.0005012343664510319
