,TodasVariablesCriptoTrends_n512_loss,TodasVariablesCriptoTrends_n512_val_loss
0,0.011206500531955698,0.16713938562349342
1,0.0054491947394335405,0.12372242308211052
2,0.006705290306059794,0.10426618638394893
3,0.007804434810732973,0.0996506782783859
4,0.0073158221597644105,0.10078347808328168
5,0.006343797855507368,0.1012650681980725
6,0.005532377003424469,0.09809501948712886
7,0.00492143901814332,0.09135920066258003
8,0.004472238589720479,0.08292328831793248
9,0.0041599476538684175,0.0747338173718288
10,0.0039072032889415475,0.06778109604599832
11,0.0036261038608506493,0.06199894657080201
12,0.0032930856586658747,0.056768918688269866
13,0.0029377748844502814,0.051496193498030474
14,0.0025969404210711175,0.04598970788306203
15,0.002290966278263207,0.04048076751588405
16,0.002020236238537506,0.035315406305351474
17,0.0017695757413240172,0.030624896202279234
18,0.0015318138436574873,0.026379275681643652
19,0.0013066752353447608,0.02247831075527202
20,0.0011010168136322293,0.018890860394157213
21,0.0009190110280981351,0.015653972010845424
22,0.0007614675713917134,0.012822800476489395
23,0.0006255718020336895,0.0104016224885809
24,0.0005091915513260354,0.008348988861530677
25,0.0004118808395304214,0.006624174486289079
26,0.0003337231692162225,0.005209169757349053
27,0.00027253010294175353,0.0040785316806072475
28,0.00022563011212884608,0.00319458714996775
29,0.00019046076390779866,0.002513767321776042
30,0.00016497010860228161,0.001999037688191252
31,0.00014698234276013748,0.001617315760546032
32,0.00013452504325628644,0.0013389135362987202
33,0.00012593845267788153,0.0011379764878308807
34,0.0001199837113264279,0.0009941103862834044
35,0.00011574563654119566,0.0008917769896209069
36,0.00011257040207327783,0.0008192303531599799
37,0.00011002606701911374,0.0007677356479689479
38,0.00010784598404940367,0.0007309752995490857
39,0.0001058782398250441,0.0007045054955450797
40,0.00010403503080757721,0.0006851185736749535
41,0.00010226885335695201,0.000670502535683028
42,0.00010055708714818379,0.0006590377393542607
43,9.888892040096876e-05,0.0006496001954254662
44,9.725775499259464e-05,0.0006414005103328362
45,9.565988645705544e-05,0.0006339144070054693
46,9.409377718379122e-05,0.0006268140739472262
47,9.255795182604021e-05,0.0006199066250199644
48,9.105155842770801e-05,0.0006130880183786496
49,8.95740956167728e-05,0.0006063203661884556
50,8.812544710336028e-05,0.0005995990887776702
51,8.670566064116931e-05,0.0005929427597425535
52,8.531470118851893e-05,0.0005863722789786413
53,8.395275298603703e-05,0.0005799156624352794
54,8.262018919835435e-05,0.0005735974235663554
55,8.131685234698595e-05,0.0005674358128152531
56,8.004294226987116e-05,0.0005614443939050723
57,7.879852164896666e-05,0.0005556331859130798
58,7.758358312468312e-05,0.0005500070588802384
59,7.639790728926423e-05,0.000544567395740285
60,7.524149054654702e-05,0.0005393146193350783
61,7.411412465360668e-05,0.0005342465331617357
62,7.301555942622249e-05,0.0005293597337447278
63,7.194565185419305e-05,0.0005246507239410247
64,7.090407280497595e-05,0.0005201151830026474
65,6.989051162863376e-05,0.0005157485058338478
