,Ventana chica_v0_loss,Ventana chica_v0_val_loss
0,0.003262290862290558,0.07123210306825309
1,0.010527761919265372,0.08906030928951571
2,0.004285532354923158,0.06270658575940406
3,0.0035715180304672182,0.04371175563883507
4,0.0027401922611872956,0.029995500527579207
5,0.0018261009482693612,0.017583186427752178
6,0.0011458858551896423,0.008886449167440677
7,0.0006056709049286952,0.0035700068391602614
8,0.00026890175181558764,0.001181662489456692
9,0.00010530331268058233,0.0005024530598358519
10,5.265460481757469e-05,0.0004330604864370035
11,4.373235101254601e-05,0.00045088594030032213
12,4.332779367725651e-05,0.00045364978589417264
13,4.344468136136045e-05,0.0004507165372735639
14,4.357634657810257e-05,0.00044936216543375076
15,4.3635148714024214e-05,0.00044937927982416646
16,4.365477457474623e-05,0.0004494941697038453
17,4.3695303425376825e-05,0.00044931123172329076
18,4.376345922296998e-05,0.00044901362732695097
19,4.3841630616660185e-05,0.0004487589440554723
20,4.391825785561018e-05,0.00044852629940871194
