,Stocks ^GSPC_loss,Stocks ^GSPC_val_loss
0,0.0005376022874350803,0.15002163327657259
1,0.0026258757525983337,0.1600679663511423
2,0.0016762530587864323,0.16622401430056646
3,0.0011097200308890583,0.1522842301772191
4,0.0010239218357198227,0.1376997736784128
5,0.001208073963285782,0.13123228687506455
6,0.0011575230399522786,0.12748740040338957
7,0.0009982463536569132,0.12077004749041337
8,0.0008992942144127133,0.112104771228937
9,0.0008805299428506539,0.10453445750933427
10,0.0008504815811577898,0.09819497168064117
11,0.0007791987871034787,0.09157731670599717
12,0.0007094105989940894,0.08442586889633766
13,0.0006597332752650031,0.07744847008815178
14,0.000612837039695408,0.07087429211689876
15,0.0005560541646375966,0.06434981181071354
16,0.0004999347349019864,0.05782766754810627
17,0.0004509291186248167,0.0515668117083036
18,0.0004021857032337441,0.04558915702196268
19,0.0003533400063483546,0.03985715084351026
20,0.0003076750503029101,0.034436448835409604
21,0.00026525842818395735,0.02940084470006136
22,0.00022534879602832146,0.024773700879170343
23,0.00018862387906455508,0.020575538277626038
24,0.00015582837015524722,0.01684192080910389
25,0.00012652624984464358,0.013570918200107722
26,0.00010134933024976187,0.010773083481651086
27,7.989401694011086e-05,0.008427306866416564
28,6.208232494268137e-05,0.006501587895819774
29,4.792264168757426e-05,0.004966444837359281
30,3.672253338803645e-05,0.0037687587408492197
31,2.8338992251519812e-05,0.002859849984256121
32,2.219154286929272e-05,0.002186576441790049
33,1.7885816725118693e-05,0.0017002357635647058
34,1.4957832508326437e-05,0.001356130143484244
35,1.3054862952580712e-05,0.0011173457874415012
36,1.1853598432655697e-05,0.0009539378269647176
37,1.1122407088875592e-05,0.000843383721075952
38,1.0688927222173124e-05,0.0007691865500349265
39,1.0431499014465282e-05,0.0007196448904533798
40,1.027930424103173e-05,0.0006867702423523252
41,1.0183437552768737e-05,0.0006650459701911762
42,1.011970785979289e-05,0.0006508277012751653
43,1.0071782736094274e-05,0.0006415452718591461
44,1.0033765507754511e-05,0.0006355306026167595
45,9.99986283344557e-06,0.00063156087596256
46,9.96920702024139e-06,0.0006288631747548396
47,9.939761709504706e-06,0.0006268689982019938
48,9.911372112233388e-06,0.000625249374514589
49,9.883209713734686e-06,0.0006237719655753329
50,9.855216236386555e-06,0.0006223182426765561
51,9.827114074421563e-06,0.0006208116134915214
52,9.799332054591594e-06,0.0006192491855472326
53,9.770149587823722e-06,0.0006176059653695959
54,9.741846042743418e-06,0.0006159027823461936
55,9.712856423832887e-06,0.0006141528003634169
56,9.683916617247563e-06,0.0006123665147102796
57,9.654782108834926e-06,0.0006105593907145354
58,9.625666629849897e-06,0.000608742255001114
59,9.59641497152356e-06,0.0006069222536797707
60,9.567196264889879e-06,0.000605105055281176
61,9.537886328941498e-06,0.0006032938119740441
62,9.50863190715049e-06,0.0006014899655173605
63,9.479414564758861e-06,0.0005996927010038724
64,9.450172700990852e-06,0.0005979149853094266
65,9.42071759569584e-06,0.0005961378516915899
66,9.39172559810686e-06,0.0005943783326074481
67,9.362425456716805e-06,0.000592624840254967
68,9.333398058795585e-06,0.0005908814760354849
69,9.304495051765116e-06,0.0005891511324219978
70,9.275257560567787e-06,0.0005874294304074004
71,9.246627366967285e-06,0.0005857173102692916
72,9.21753854317313e-06,0.0005840218375222041
73,9.1889475627865e-06,0.000582334021321283
74,9.160256223157585e-06,0.0005806641957650965
75,9.131772318281806e-06,0.0005790010596124026
76,9.103385799300248e-06,0.0005773553409828589
77,9.075069031566203e-06,0.0005757186848383683
78,9.046906003417322e-06,0.0005740979507278937
79,9.018908153498509e-06,0.0005724889118797504
80,8.990974702800695e-06,0.0005708948100128999
81,8.96326250417937e-06,0.0005693147048497429
82,8.935693655915271e-06,0.0005677496978583244
