,Capas_c1_n16_loss,Capas_c1_n16_val_loss
0,0.01958984200810564,0.24299175369328466
1,0.01726939058166811,0.23216483373751587
2,0.015191140895088514,0.22139021000642886
3,0.013315100934699007,0.21076072872370138
4,0.011664967847474176,0.20033770731125755
5,0.010250686699974126,0.19028032956452207
6,0.009082264277613026,0.18062586414402929
7,0.008149287952431318,0.17149173528298564
8,0.007445092516383906,0.16298938996490392
9,0.006951907092983696,0.15526099759956885
10,0.006634656917946092,0.14833945447000965
11,0.006458203270817283,0.14227928889208827
12,0.006382719142597982,0.13707833248993445
13,0.006370650754235257,0.13269395766587094
14,0.006391573295896423,0.12905489884573837
15,0.006422597419834514,0.1260773954035222
16,0.00644887688612544,0.123641862951476
17,0.0064628763102937015,0.12163717513796928
18,0.006462081362247124,0.11995472305122463
19,0.006447132189768827,0.11850090050834348
20,0.006420273826211348,0.11720283620658963
21,0.006384081217920643,0.1159994129476876
22,0.006341096543674839,0.11484411958305316
23,0.00629285224124618,0.11370061543481104
24,0.006241363746210419,0.11254886546354184
25,0.00618722648145738,0.11137281495264206
26,0.00613136388811058,0.11016496022542317
27,0.006074050826759174,0.10891883691837048
28,0.0060153765732358245,0.10763021498575978
29,0.005955467030042033,0.10630026442566137
30,0.005894390753759393,0.10492647293655352
31,0.005832091262885209,0.1035107923992749
32,0.0057682876137952355,0.10205529647311945
33,0.005703059806563388,0.10055668669185419
34,0.00563623907108759,0.09901892625052354
35,0.00556769927471191,0.09743902292744867
36,0.005497455527342257,0.09582053501715605
37,0.005425328043578514,0.09416138081029914
38,0.005351467700353984,0.09246147089991076
39,0.005275685623844807,0.09071849886028246
40,0.005198005281774135,0.08893522123495738
41,0.005118376907260938,0.08711023577328386
42,0.005036684274994607,0.0852431358619668
43,0.004953027868793271,0.08333385110586539
44,0.004867533114792287,0.08138516699445658
45,0.004779961425811052,0.07939635200062017
46,0.004690355942424001,0.07736675783820536
47,0.004598778046282201,0.07529559234778087
48,0.004505408301564126,0.073186830199998
49,0.004409982453517872,0.07104034430679233
50,0.004312752719283447,0.06886037122244122
51,0.004213627352882391,0.06664787472664625
52,0.004112699317970666,0.06440369630682058
53,0.004010001224219456,0.062129865603885434
54,0.00390565048517852,0.05982816159382634
55,0.0037996949542356633,0.057502666852254976
56,0.003692304378311182,0.0551572608194132
57,0.0035834315302514137,0.05279590866003914
58,0.003473222057666929,0.05042142129835041
59,0.0033619697714203046,0.04803897414741845
60,0.0032497281369207234,0.04565380821967947
61,0.003136523991245134,0.043269369365840124
62,0.0030226813971825028,0.04089080336792716
63,0.0029082124552357643,0.0385250149444602
64,0.0027934010823032467,0.036176790365542486
65,0.002678457774682206,0.03385205061613828
66,0.002563575586443232,0.03155620353317809
67,0.002449125568007772,0.029298429045526462
68,0.0023351407880177616,0.027085421200113736
69,0.002221900165541333,0.024924928686399568
70,0.002109674635161271,0.02282332920137493
71,0.0019986579387352385,0.020785689910595446
72,0.0018891447261189934,0.018819544721266318
73,0.0017815015021840047,0.016932468968390048
74,0.0016759480831438098,0.015132534628113111
75,0.0015726697245805428,0.01342541799377436
76,0.0014718712278074403,0.011814826607019052
77,0.001373941191183082,0.010307406835343647
78,0.001278997947536837,0.008907297840234876
79,0.0011873422846219491,0.007618134766388899
80,0.001099264759693466,0.0064432948035584095
81,0.0010148710838850886,0.005385704739982712
82,0.0009343052341806135,0.004446042567791267
83,0.0008577289107930044,0.003625885503173902
84,0.0007851799460256409,0.002923466433803069
85,0.0007167633464988107,0.0023365031885004594
86,0.0006525809324651571,0.0018627052543278057
87,0.0005926461840160834,0.0014981486815852166
88,0.0005369400859799707,0.0012383632410060742
89,0.0004853840064974609,0.0010772381063507892
90,0.0004379487223120342,0.001008429683627154
91,0.00039448821716460175,0.0010246223483727068
92,0.0003549080313954117,0.0011180493520337276
93,0.00031903748809970143,0.0012805327216441605
94,0.000286687362535011,0.001503621013942121
95,0.00025767784989867145,0.0017787984775743265
96,0.00023180801550531224,0.002097531848041148
97,0.00020884940532523197,0.002451578390666808
98,0.00018858275377598387,0.0028327932988090076
99,0.00017079455331744006,0.003233557930965533
100,0.00015525088617752102,0.003646945527315825
