,Stocks GOOGL_loss,Stocks GOOGL_val_loss
0,0.009542622400083762,0.15352666583554497
1,0.004245175843544561,0.10783895935820437
2,0.006046396856806402,0.09097997193363891
3,0.007036194804756121,0.0908901927800014
4,0.006337155759248926,0.09585210561067209
5,0.005417322418813048,0.09800494042621262
6,0.004758730739483546,0.09468357487656605
7,0.004309160575998583,0.08751630303503453
8,0.004045861615296239,0.07952026885816421
9,0.003906905618977958,0.07279849206579142
10,0.003758786941996251,0.06777299837819462
11,0.003527754366440677,0.06369615902845886
12,0.00323863427593619,0.05962220981888387
13,0.0029422478193695516,0.05506646256337221
14,0.0026687288057358786,0.05010808678879135
15,0.0024252095334660047,0.04513758009877698
16,0.00219953547756391,0.04045841106395612
17,0.0019747245971156262,0.03609097817505913
18,0.001748867993960264,0.031942022942948615
19,0.001528384720628289,0.027936734301948
20,0.001321242212307179,0.02409540806179759
21,0.001131827322145303,0.020514711866091037
22,0.0009585129439659502,0.017255539524144138
23,0.000800282877720036,0.01432862293360562
24,0.0006582017281445963,0.011725105345249176
25,0.0005341554354961919,0.009445966810159299
26,0.00042879387760406425,0.007498127140704243
27,0.0003411943486345739,0.005874943105910702
28,0.00026993555633683056,0.00455172439159333
29,0.00021371297904921845,0.003496895201675508
30,0.00017084384801390785,0.0026765659119634107
31,0.00013922410214255596,0.0020540801369338885
32,0.00011675168683848761,0.0015928700469948094
33,0.00010138737807524037,0.0012588770872774139
34,9.128324043182335e-05,0.001021833943160272
35,8.488762551709881e-05,0.0008563561533609854
36,8.097096808300214e-05,0.0007423245516637789
37,7.861214632204541e-05,0.0006644526568787365
38,7.716712257363191e-05,0.0006115650015497772
39,7.621058123721473e-05,0.0005756475930583888
40,7.549140559865334e-05,0.0005511973633955436
41,7.486278205426228e-05,0.0005344607045702722
42,7.425466638182868e-05,0.0005228746349216792
43,7.363676554998436e-05,0.0005146937368533991
44,7.300141103393077e-05,0.000508726496870319
45,7.235023377720138e-05,0.0005041636652366698
46,7.168843052798251e-05,0.0005004532319418658
47,7.102156041060232e-05,0.0004972285268582061
48,7.03544212500538e-05,0.0004942461717124472
49,6.969000321402129e-05,0.0004913755123846062
50,6.903063741060316e-05,0.0004885346700983314
51,6.83781877394241e-05,0.0004856838528923262
52,6.773324292581314e-05,0.00048281996104138336
53,6.709629330240811e-05,0.00047995210772423054
54,6.646781138829545e-05,0.0004770918280935322
55,6.584799651962426e-05,0.0004742593148551967
56,6.523687445495717e-05,0.0004714716750400505
57,6.463453764913485e-05,0.0004687416989452623
58,6.404115416005189e-05,0.0004660839491909177
59,6.345655973505592e-05,0.00046350449074766245
60,6.288117219810374e-05,0.00046100739146122475
61,6.231482784014901e-05,0.0004585987972577327
62,6.175753226451543e-05,0.0004562802228744773
63,6.120962693942068e-05,0.0004540511250399567
64,6.067102898585332e-05,0.0004519110307332942
65,6.0141832573103835e-05,0.0004498609549087611
66,5.962215357288804e-05,0.0004478994115983703
67,5.9112044673174854e-05,0.0004460235974676479
68,5.861159310182396e-05,0.000444232575172537
69,5.812078844668911e-05,0.00044252791297461454
70,5.763966993103607e-05,0.0004409056768388669
71,5.716838876097249e-05,0.0004393646035921471
72,5.670679724292198e-05,0.0004379048524692055
73,5.6254935729178204e-05,0.0004365243560944994
74,5.581289960169126e-05,0.00043522195767439986
75,5.538056312020515e-05,0.00043399703164381543
76,5.495800272409066e-05,0.0004328469439388263
77,5.454511379009519e-05,0.00043177153465562854
78,5.4141827572964064e-05,0.0004307690281260373
79,5.3748168702231954e-05,0.0004298373783842243
80,5.336406400016423e-05,0.00042897563838485583
81,5.29894435088466e-05,0.00042818210371395294
82,5.262420641026866e-05,0.00042745498498773267
83,5.226833238192813e-05,0.0004267933753040758
84,5.192182635809509e-05,0.0004261954220536368
85,5.158434390162664e-05,0.00042565611469420206
86,5.125575417073326e-05,0.00042518058319404806
87,5.0936212385844055e-05,0.00042476162318429297
88,5.0625785285053005e-05,0.0004243987753596585
89,5.032385633549193e-05,0.0004240919681314122
90,5.0030625751442755e-05,0.0004238373885632375
91,4.974598602435937e-05,0.00042363426256014956
92,4.946960618180202e-05,0.0004234809472610981
93,4.920160606799208e-05,0.0004233754398542103
94,4.894165082161593e-05,0.0004233159579807657
95,4.8689713513267215e-05,0.00042330090394083027
96,4.844564603121106e-05,0.00042332807019213747
97,4.820927881218236e-05,0.0004233964049824695
98,4.798050284226446e-05,0.00042350384528513186
99,4.7759138146046036e-05,0.0004236489171751015
100,4.754505885782352e-05,0.00042382934085232604
101,4.7338161483372226e-05,0.00042404406055026613
102,4.713819207504509e-05,0.0004242913795490589
103,4.694509393055174e-05,0.00042456941580100134
104,4.675866261220955e-05,0.0004248769626679734
105,4.6578797594719065e-05,0.0004252115934926631
