,Ventana extra grande_v120_loss,Ventana extra grande_v120_val_loss
0,0.00022578750274887996,0.029788445356652277
1,0.0008871931508728175,0.09232770938665495
2,0.0017984909002175592,0.07956759946061931
3,0.002678554940595041,0.12456635932583328
4,0.002138118363074198,0.0852500846216438
5,0.002158320881372933,0.07778675218514346
6,0.0014632974196985842,0.03906015933858692
7,0.0009015573221304211,0.00902918191763376
8,0.0004650850312811282,0.0031728819450534402
9,9.923040266551928e-05,0.003295961718839687
10,0.0001673883361444988,0.005076609667253877
11,0.0002872073868391854,0.003564899363298687
12,0.0005396163681965962,0.0385452027031041
13,0.0004939451350639851,0.0025887437765016604
14,0.00021619016619414143,0.0029797237980555436
15,0.0003720853169189142,0.027016289583450065
16,0.0003788358481961875,0.0026117278163646
17,0.00014111424677531607,0.0028182762365792494
18,7.927228378095873e-05,0.004329512814282004
19,0.00017049318665475426,0.0032955626618018834
20,0.00023785360190909535,0.017029766036077924
21,0.0002972576107363614,0.002595794672592876
22,3.419208569476898e-05,0.0025505856018077683
23,2.099112508777171e-05,0.002276254350580104
24,3.119745062019878e-05,0.002676606497357796
25,3.7856706923625884e-05,0.0027763938153196775
26,8.116877667666687e-05,0.002881142551105025
27,0.00012971100160059096,0.008466734029694434
28,0.00020345923127825457,0.002701554074669855
29,8.394115851375535e-05,0.00572321674820685
30,0.00016514501729017548,0.002665372264738101
31,0.00010267293687487368,0.007045530397957618
32,0.00017953087296660635,0.002424785705526795
33,7.365108885150797e-05,0.004931689735604535
