,Criptos Close zcash_loss,Criptos Close zcash_val_loss
0,0.014252925034740875,0.1878594721870861
1,0.007184396412266397,0.14166554123505778
2,0.004603159699546194,0.10806886149548936
3,0.004901934800476864,0.08834675964952886
4,0.0057499719590976325,0.08006394149243147
5,0.00581403813678129,0.07840324784147329
6,0.005291955438496053,0.07883110265622194
7,0.004680758430461945,0.07823977405312417
8,0.004186363200303809,0.0754072517156601
9,0.003802730632282194,0.07060935956308212
10,0.003506009418774268,0.06480637226981678
11,0.0032762536757636345,0.059017734195309125
12,0.0030814050455930933,0.053795945712889745
13,0.002887281193130318,0.04927730491791649
14,0.0026786053612100325,0.045295789666559505
15,0.0024554342775466457,0.04154943649111123
16,0.002231558723289562,0.03785377980648786
17,0.002016560557223428,0.03415094393080678
18,0.001815771107995433,0.030498514230223907
19,0.0016289771756628293,0.02700853493364378
20,0.0014542477090318483,0.023747160859491634
21,0.001289074351989675,0.02073755770407874
22,0.0011324239185550946,0.01796408126066471
23,0.0009852900081474718,0.015407866316622701
24,0.0008494625933168605,0.013064471426708945
25,0.0007259034920997661,0.010946506655764306
26,0.0006148964962814988,0.009060912540760534
27,0.0005157213241943084,0.007407514935081032
28,0.0004285332096483687,0.005979960762906349
29,0.0003528524385551098,0.004765144741997637
30,0.0002882460957853359,0.003750888737796367
31,0.00023397832376957368,0.002919870760591551
32,0.0001892251361980392,0.0022531023848502115
33,0.0001530114246195118,0.0017305198714308355
34,0.00012428779874248537,0.0013308866597155388
35,0.00010193847608217306,0.0010336097610857465
36,8.491040244243568e-05,0.0008189186277189132
37,7.222057228182689e-05,0.0006688596498777812
38,6.298053781863237e-05,0.0005682086653675584
39,5.639162395971067e-05,0.0005038900818707871
40,5.1805304364038993e-05,0.0004653339106964226
41,4.8680059822883736e-05,0.0004443010307270391
42,4.660240456464583e-05,0.0004346672972080822
43,4.525396656097801e-05,0.00043202459246144984
44,4.439798464574423e-05,0.0004333102140286616
45,4.386749955218007e-05,0.0004365074149889593
46,4.3546150946299195e-05,0.00044036485072781984
47,4.3356003997119506e-05,0.0004441658885956838
48,4.3245899439494974e-05,0.0004475438410694572
49,4.3183396830980866e-05,0.0004503503829861681
50,4.3148601110877424e-05,0.00045256987521853084
51,4.312943188967344e-05,0.0004542560574876937
52,4.311892273066426e-05,0.00045548974945820096
53,4.3113124377867637e-05,0.00045635830410274453
