,Criptos Close binance-coin_loss,Criptos Close binance-coin_val_loss
0,0.0011003058350000244,0.16495890342272246
1,0.0013953813490493654,0.14903524059515733
2,0.0015874996813811148,0.14552015295395485
3,0.0013470179490888347,0.14182722568511963
4,0.0011453689210331785,0.13428931969862717
5,0.001027708020186625,0.12451627506659581
6,0.000981872505060612,0.11509429949980515
7,0.0009603824627657349,0.10716182681230399
8,0.0009158960534617878,0.1002525480893942
9,0.0008479658505306221,0.09343805336035214
10,0.0007769758734726706,0.08629719339884244
11,0.0007150560514464115,0.07900369855073783
12,0.0006617650047141629,0.07188166334078862
13,0.0006099146882591483,0.06505014116947468
14,0.0005560395203736754,0.058469922496722296
15,0.0005003052322605911,0.052037411011182345
16,0.00044636727453997504,0.04577534760420139
17,0.00039581734633359773,0.03978936660748262
18,0.0003478760683300117,0.0341608994282209
19,0.00030178091345498193,0.028920002854787387
20,0.00025809691578615457,0.024089397146151617
21,0.00021783119098892293,0.01971019059419632
22,0.00018138126716411745,0.015821829438209534
23,0.00014869379447191022,0.012440701516774984
24,0.00011984104080161509,0.009562342785871945
25,9.50071952012457e-05,0.007174428695669541
26,7.425473589906827e-05,0.0052573091278855615
27,5.700802494874761e-05,0.0037605535024060653
28,4.3267076062665394e-05,0.0026341623340088586
29,3.265321419558649e-05,0.0018238168782912768
30,2.4626193827806183e-05,0.0012695897155656265
31,1.870711667624374e-05,0.0009120573612073293
32,1.456010935586304e-05,0.0007008151867641852
33,1.1716848628286523e-05,0.0005913292183182561
34,9.83173572421947e-06,0.0005479982266059289
35,8.635905190273592e-06,0.000544301368511067
36,7.899561226692571e-06,0.000561401633044275
37,7.460927061122045e-06,0.0005869967415212438
38,7.210370453182035e-06,0.0006137214726410233
39,7.071476235208907e-06,0.0006377042647307882
40,6.996681122473092e-06,0.0006573695170048338
41,6.957754180803022e-06,0.0006724623425935323
42,6.937846399943317e-06,0.0006834364030510187
43,6.927771507364993e-06,0.0006910357086990888
44,6.922726548999401e-06,0.0006960380034377942
45,6.9201736848229375e-06,0.0006991504745271343
