,Stocks TSLA_loss,Stocks TSLA_val_loss
0,0.010811259220728928,0.15349191016164318
1,0.005109897140285064,0.10733430173205233
2,0.006786668919369407,0.08949459010157092
3,0.007859522241285477,0.08767034113407135
4,0.007223337835193366,0.0911862942679175
5,0.00621752112022676,0.09285263751430073
6,0.005438140614878857,0.08983652704748614
7,0.004862078808076765,0.08290556467127526
8,0.004470933078863155,0.07468953488887041
9,0.004220863260949652,0.06725897374509394
10,0.0039967341956029506,0.061376100127724396
11,0.003709315833496465,0.056606754061134384
12,0.0033551509379698284,0.052106609889145554
13,0.0029834193892070444,0.04731398880824275
14,0.0026337701704181814,0.042199993270567095
15,0.002320575725886671,0.037096261978149414
16,0.002037283340897197,0.03232177449711438
17,0.0017688061397030264,0.027973164087054372
18,0.001509650109935252,0.023987417034376627
19,0.0012647616850940146,0.02028843503573845
20,0.001043335451669563,0.016879253132247377
21,0.0008498057575853562,0.013826348979411453
22,0.000683389279600661,0.011178924562944764
23,0.0005412395446743259,0.008932627138050124
24,0.0004225067323309252,0.007052666507661343
25,0.0003265268490489187,0.005506305409402683
26,0.0002520857061039999,0.004269913845192427
27,0.00019622319571984312,0.00331122527733959
28,0.0001554245172047067,0.00258315394728862
29,0.00012664275918618893,0.002040000396898423
30,0.0001072856630553256,0.001642578955868195
31,9.477217174897869e-05,0.0013578231901401419
32,8.692008064492424e-05,0.0011569177009293746
33,8.20844633663314e-05,0.001015759902824273
34,7.913242659234474e-05,0.0009168661253034383
35,7.72887181682009e-05,0.0008481104735113766
36,7.604196903178061e-05,0.0008002516730613578
37,7.509250017705951e-05,0.0007665755171007637
38,7.428702285804989e-05,0.0007425069557395818
39,7.354972259999232e-05,0.0007249810665995739
40,7.284254313382353e-05,0.0007117157775223598
41,7.214862715296351e-05,0.0007010723434752602
42,7.14651726192297e-05,0.0006919948788274122
43,7.079180586620116e-05,0.0006837932146743111
44,7.012710201884513e-05,0.0006759943502109455
45,6.947062063083085e-05,0.0006683078666763572
46,6.882295389820276e-05,0.0006606227814637382
47,6.818403993350528e-05,0.0006529024625518199
48,6.755300060392293e-05,0.0006451048492186371
49,6.693043090716197e-05,0.0006372758077628825
50,6.631706659307424e-05,0.0006294745802022945
51,6.571330583216783e-05,0.0006217301017658293
52,6.511666610115743e-05,0.0006140685076932369
53,6.452904805579844e-05,0.0006065563467363345
54,6.395240370170802e-05,0.000599213336572993
55,6.338420481087865e-05,0.0005920165380323841
56,6.282670613566959e-05,0.0005850165007882163
57,6.227718584069543e-05,0.0005782063924653948
58,6.173975588740439e-05,0.0005715977883597985
59,6.121044113580405e-05,0.00056516571069436
60,6.0691009225436196e-05,0.0005589326717837274
61,6.0182902384910665e-05,0.0005529101519181725
62,5.9683635205648644e-05,0.0005470553249784414
63,5.919533389809156e-05,0.0005413820022374563
64,5.8715920799997925e-05,0.0005358996615081426
65,5.824752412896989e-05,0.0005306049581916853
66,5.778833288243094e-05,0.000525471314803922
67,5.733929427297807e-05,0.000520523062816168
68,5.690036142504528e-05,0.0005157438960547248
69,5.6471093934117654e-05,0.0005111400126318993
70,5.605136944702291e-05,0.0005066986075313441
71,5.564149347034915e-05,0.0005024191501935752
72,5.524135063417074e-05,0.000498308193998347
73,5.485059052167846e-05,0.0004943577163242575
74,5.446912745219901e-05,0.0004905609938519439
75,5.409710221969383e-05,0.00048691805601976384
76,5.3734878747491166e-05,0.0004834279273476066
77,5.338062826127895e-05,0.00048008400896007474
78,5.30362789316408e-05,0.0004768905613903256
79,5.270050268723287e-05,0.000473834622394422
80,5.237362702977951e-05,0.0004709195633333219
81,5.2055484695887276e-05,0.00046814086006675986
82,5.174585941398848e-05,0.0004654924703719116
83,5.144471794048367e-05,0.00046297783385319954
84,5.1152080430611757e-05,0.0004605868076584462
85,5.086682964853632e-05,0.0004583182075628261
86,5.059044788244994e-05,0.00045617499011408154
87,5.032152309478528e-05,0.0004541433360106472
88,5.0060464746329466e-05,0.0004522271732660546
89,4.9807441396767206e-05,0.0004504240799063667
90,4.956098689882342e-05,0.0004487250511395349
91,4.9322587095037766e-05,0.00044713404709366205
92,4.9091187431530537e-05,0.00044564226636898584
93,4.886674065639308e-05,0.0004442485347764845
94,4.8649415998363694e-05,0.0004429503534010601
95,4.843898706643939e-05,0.000441744621848452
96,4.8234557454278904e-05,0.00044062733984734305
97,4.803716758200524e-05,0.00043959748240765827
98,4.7845913265529356e-05,0.0004386494676154321
99,4.7660876213018944e-05,0.00043778205571439247
100,4.748198981182757e-05,0.0004369920272187426
101,4.7308859696689375e-05,0.00043627608770868557
102,4.7141573722701754e-05,0.0004356322541094289
103,4.6979970062531576e-05,0.0004350578027038739
104,4.6823765664701294e-05,0.00043454901221604356
105,4.6672920009653865e-05,0.0004341039109450562
106,4.6527347709426935e-05,0.00043372026993893087
107,4.638683169795168e-05,0.00043339474760959373
108,4.625124983113505e-05,0.0004331248570849113
109,4.612044358509593e-05,0.0004329087711795736
110,4.5994463891537604e-05,0.0004327438006327413
111,4.587283614058122e-05,0.00043262727725876216
112,4.575580039701221e-05,0.00043255745984571074
113,4.564307837635975e-05,0.00043253156111639895
114,4.5534300384708496e-05,0.0004325479331918746
115,4.542982231674384e-05,0.0004326035997873151
116,4.532911482564141e-05,0.0004326974385653505
117,4.5232361692054755e-05,0.00043282649465087243
118,4.513922755288003e-05,0.0004329895677617698
119,4.5049671219506614e-05,0.0004331844199138383
120,4.496367604922685e-05,0.0004334089870768032
121,4.488095292726521e-05,0.00043366146347506893
122,4.480155102905935e-05,0.00043394059028433656
123,4.472527277472579e-05,0.000434243861229919
