,Trends trend_bitcoin_loss,Trends trend_bitcoin_val_loss
78,1.8709056461345375e-05,0.004035430533180306
79,1.852178849565627e-05,0.003992638339034535
80,1.8335197885541923e-05,0.003950047306716442
81,1.814930663927081e-05,0.003907666503151586
82,1.7964150535312195e-05,0.0038655021705102824
83,1.77799454771852e-05,0.0038235787848734165
84,1.7596079773329244e-05,0.0037818659281681393
85,1.7413469442755198e-05,0.0037404023118563427
86,1.7231466474246296e-05,0.0036991718956384777
87,1.705061626396419e-05,0.0036582108086729345
88,1.6870353301632995e-05,0.003617489610390722
89,1.6691279266855087e-05,0.003577041285774432
90,1.6513120048450428e-05,0.003536856517749877
91,1.6335893505587713e-05,0.003496949437790173
92,1.615981473000566e-05,0.0034573220894171678
93,1.598473245995735e-05,0.0034179830084716486
94,1.581083824555005e-05,0.003378937748253099
95,1.563794038634678e-05,0.0033401902110800764
96,1.5466292608819885e-05,0.003301748313194464
97,1.52957784675816e-05,0.0032636173731408827
98,1.5126452562379967e-05,0.0032257969368033666
99,1.4958538433483009e-05,0.003188311106964084
100,1.4791529109001099e-05,0.0031511361137309597
101,1.4626153657926738e-05,0.0031142982650425068
102,1.4461802463249249e-05,0.0030777939587585197
103,1.4298979039275096e-05,0.0030416302105858305
104,1.4137386965896348e-05,0.0030058134685863147
105,1.397727506883704e-05,0.0029703449084585117
106,1.3818468574784727e-05,0.002935231969237697
107,1.3661169617057755e-05,0.0029004773332868233
108,1.3505253632464408e-05,0.0028660895576131
109,1.3350727175379726e-05,0.002832065269058524
110,1.3197851819486535e-05,0.002798416313122619
111,1.3046360519100828e-05,0.002765141335154368
112,1.28964536637164e-05,0.0027322450264026066
113,1.2748185883147242e-05,0.0026997328150925063
114,1.260129635535904e-05,0.0026676094271088683
115,1.2456052216233625e-05,0.0026358739292048966
116,1.2312588101052794e-05,0.0026045387980243393
117,1.2170541715232871e-05,0.0025735995751490033
118,1.2030256772606272e-05,0.002543059631812671
119,1.189145955285019e-05,0.0025129170842037715
120,1.1754531262024915e-05,0.002483180643267129
121,1.1619146767049289e-05,0.0024538543902737787
122,1.1485535320720043e-05,0.0024249385830692268
123,1.1353626839329742e-05,0.002396438159202495
124,1.1223432492375305e-05,0.0023683513522394432
125,1.109499138061242e-05,0.0023406818759250493
126,1.0968330788882142e-05,0.0023134297956827997
127,1.0843399379590972e-05,0.0022866025543964107
128,1.0720179729526362e-05,0.002260194922035391
129,1.0598876602776456e-05,0.0022342109009777463
130,1.0479273464437382e-05,0.0022086518612682575
131,1.0361513698979643e-05,0.0021835174738652698
132,1.02455886774783e-05,0.0021588117642374325
133,1.0131460095925087e-05,0.0021345323405790426
134,1.0019169114592623e-05,0.0021106824394284693
135,9.90852929458353e-06,0.0020872589012161514
136,9.799920113166518e-06,0.002064258268118397
137,9.693210918796904e-06,0.002041685317973953
138,9.588198315386838e-06,0.0020195452192382627
139,9.484937834728524e-06,0.0019978326398971654
140,9.383711811036742e-06,0.001976543034942559
141,9.284267059026079e-06,0.0019556775031041754
142,9.186623572547004e-06,0.0019352367447981658
143,9.090871128498016e-06,0.0019152173695485455
144,8.996941642556725e-06,0.0018956207839602773
145,8.904832829711651e-06,0.0018764416108000253
146,8.814575672914536e-06,0.0018576793026271437
147,8.7261322289484e-06,0.001839332505752725
148,8.639549911801496e-06,0.0018214001406892395
149,8.554679534276793e-06,0.0018038755457863704
150,8.471719155757696e-06,0.0017867559338111646
151,8.390530097093395e-06,0.001770041963809039
152,8.31109495010431e-06,0.0017537285375585857
153,8.233537571432554e-06,0.0017378119134136346
154,8.157642027493066e-06,0.0017222923482575815
155,8.083621726331902e-06,0.0017071622394964345
156,8.011147445899989e-06,0.0016924224058858866
157,7.940396680477391e-06,0.0016780613781114625
158,7.871604831345679e-06,0.0016640729977064265
159,7.804389219213478e-06,0.0016504617076952104
160,7.738863899226277e-06,0.0016372230842955841
161,7.674933607451433e-06,0.001624351022918978
162,7.612706686505732e-06,0.001611835198199823
163,7.552168960298203e-06,0.0015996684183651382
164,7.493280035237713e-06,0.0015878545029920118
165,7.435886590060401e-06,0.0015763920762630042
166,7.3800339491716545e-06,0.0015652666305199512
167,7.3257867092447554e-06,0.0015544696270357356
168,7.273153596918949e-06,0.0015439968459954685
169,7.2220437454053944e-06,0.0015338517923662361
170,7.172247414702784e-06,0.001524029235155437
171,7.124005117302584e-06,0.0015145106393120381
172,7.077287531396266e-06,0.0015052898771568271
173,7.0320154106810166e-06,0.0014963709231666173
174,6.9880588026452726e-06,0.0014877507745957941
175,6.945429974192781e-06,0.0014794168037493244
176,6.904247415195265e-06,0.0014713529193358234
177,6.864473753688618e-06,0.001463562397340174
178,6.825913373147107e-06,0.0014560485743601952
179,6.788549632072634e-06,0.0014487975209658919
180,6.752497465039454e-06,0.0014417931477900994
181,6.717783097064215e-06,0.001435029587885442
182,6.68432094544713e-06,0.0014285161477428946
183,6.6518933177456135e-06,0.0014222465659499415
184,6.620529768779231e-06,0.0014162034292759236
185,6.590373299677744e-06,0.0014103711515372572
186,6.561535740707047e-06,0.0014047495922658686
187,6.533750602403032e-06,0.0013993503208356824
188,6.506798050124852e-06,0.0013941736460840407
189,6.480782916290736e-06,0.0013891849561001766
190,6.455977207464878e-06,0.001384359950869352
191,6.432377240569562e-06,0.0013797213746742768
192,6.409682724507014e-06,0.001375292685683355
193,6.3875567779298066e-06,0.0013710555903351873
194,6.366218303434631e-06,0.0013669592093614753
195,6.3461707702290444e-06,0.0013629865461252321
196,6.327413952818491e-06,0.001359182053961414
197,6.309256883273633e-06,0.0013555851024152203
198,6.291234110768746e-06,0.0013521546873163956
199,6.273849390137821e-06,0.0013488032720398065
200,6.258039275429131e-06,0.0013455200511269456
201,6.243818589151367e-06,0.0013424002398036358
202,6.229845653740258e-06,0.0013395225675391757
203,6.215091808138642e-06,0.0013367972107727296
204,6.200613697277852e-06,0.0013340512840923939
205,6.188602895213268e-06,0.001331271693179738
206,6.1791748927390465e-06,0.0013286788738140266
207,6.169442044177058e-06,0.0013264513580313277
208,6.156908974175587e-06,0.0013243979687825585
209,6.14357569916626e-06,0.0013221301559805255
210,6.134519950618529e-06,0.0013196089426209489
211,6.131076686358953e-06,0.0013173318050478484
212,6.127185048727888e-06,0.0013157367967992775
213,6.1158356297071365e-06,0.001314477252289037
214,6.099824847394701e-06,0.0013126583562101707
215,6.091172410890052e-06,0.001310022959624194
216,6.096245369391443e-06,0.0013076103761915333
217,6.104094338733684e-06,0.0013066307816669838
218,6.0949956936052665e-06,0.0013066595256682639
219,6.0682522273941876e-06,0.0013056223796418876
220,6.050650836562657e-06,0.0013023329588915569
221,6.065741555995216e-06,0.0012986764671619642
222,6.1013425835903755e-06,0.0012978943553560774
223,6.107547472138247e-06,0.0013002926966729613
224,6.05794697969768e-06,0.0013015877921134233
225,6.004332849555764e-06,0.001297442387781791
226,6.015954816327642e-06,0.0012900979000274554
227,6.105631362230224e-06,0.0012872735671468141
228,6.182617149789614e-06,0.0012931057688787826
229,6.1146710142250314e-06,0.0013010996309193697
230,5.9648352723065015e-06,0.0012987080157141793
231,5.914102218434703e-06,0.0012841488750389785
232,6.047208789973674e-06,0.0012724191683521572
233,6.327107205059983e-06,0.0012787184379763963
234,6.3801955232422695e-06,0.0013004749068559324
235,6.038659930634235e-06,0.001311713871969418
236,5.794280252663788e-06,0.0012907826828516343
237,5.839589331936465e-06,0.0012574448550412478
238,6.3254941673492354e-06,0.0012490459869823548
239,7.052867741466881e-06,0.0012825208413991924
240,6.68620955253603e-06,0.0013327466666482944
241,5.8268431695813145e-06,0.0013303465646699317
242,5.776807698145776e-06,0.001265102649138363
243,5.893849571624411e-06,0.0012136358981336322
244,7.470455739542761e-06,0.0012255996756240233
245,9.020006608589329e-06,0.001317388762927745
246,6.961024807371495e-06,0.0014084522046672165
247,6.041005244997521e-06,0.0013461344931197685
248,6.754275677511122e-06,0.0012142486939560775
249,6.3388125709927165e-06,0.0011621149937999396
250,1.1468387226557767e-05,0.001213098133429269
251,1.3389707268934893e-05,0.0014264651724283607
252,7.004226814793838e-06,0.0015586250604030269
253,9.979593903326607e-06,0.0013308126810353156
254,1.0428227405333199e-05,0.0011530324984110954
255,9.294960995443832e-06,0.001125018662688407
256,2.7085814418411652e-05,0.0012550511270422828
257,2.0090562858126195e-05,0.0018300615002839896
258,1.304666051705568e-05,0.0018229355250508332
259,3.880669335422899e-05,0.0011980484137773392
260,1.6225718069063454e-05,0.0013135380442600604
261,6.812266054878796e-05,0.001161108665122104
262,7.984768356338974e-05,0.0020652199462287066
263,5.0695517416927996e-05,0.00338913082368364
264,0.00018384682918005924,0.0012256744989263247
265,9.471056949201017e-05,0.003342047880195882
