,Trends trend_bitcoin_loss,Trends trend_bitcoin_val_loss
0,0.001439881984631277,0.19826986646849262
1,0.001555457222467858,0.17146180028265173
2,0.0016384647528002085,0.15845775468782944
3,0.001371342428067068,0.14663785228059312
4,0.0011358649319822877,0.13221879291140343
5,0.0009823574187630434,0.11672564466630132
6,0.0008862493179684644,0.10231055448616831
7,0.0007989346295064084,0.08953623073406455
8,0.0006945299370452946,0.07778060226893622
9,0.0005820454981020259,0.06634779551551362
10,0.0004794543354304446,0.05531972603610724
11,0.00039151252027550974,0.0451942721674265
12,0.00031291794771240054,0.036263620988889175
13,0.00024116510704057752,0.028561567749119988
14,0.00017941107697811839,0.02210741764134612
15,0.00013076475004122922,0.016983863412718143
16,9.40249670101599e-05,0.013162583836223467
17,6.732971249687032e-05,0.01047459891266074
18,4.959002465263686e-05,0.008705403878976984
19,3.8990513808844414e-05,0.007630392570387234
20,3.319517935410696e-05,0.007025401077179377
21,3.037002861975069e-05,0.006704626866608612
22,2.919682429060494e-05,0.0065392512397086325
23,2.877000188464607e-05,0.006449589421125976
24,2.859557234616719e-05,0.00639206538946668
25,2.8474666195063398e-05,0.0063469316502494265
26,2.8339420755062838e-05,0.00630624890173516
27,2.8180167541265764e-05,0.0062669511376456785
28,2.8008698175030122e-05,0.006227991559103994
29,2.7833564071300295e-05,0.006188877134714737
30,2.7658561776653857e-05,0.006149294639914489
31,2.7485753634217202e-05,0.006109134948327522
32,2.7314411867833272e-05,0.006068369727735677
33,2.71436218715904e-05,0.006027041033895547
34,2.697270728208987e-05,0.005985234186730601
35,2.6800854514980274e-05,0.005943018219564572
36,2.662772099893494e-05,0.00590046490581075
37,2.645306289917597e-05,0.005857621077140255
38,2.6276821767514927e-05,0.005814518494731631
39,2.6098942222489307e-05,0.005771182123417697
40,2.591971337818348e-05,0.0057276310206752674
41,2.5739023449430473e-05,0.005683875531112113
42,2.5557125651581628e-05,0.005639931837420079
43,2.537407272029668e-05,0.005595793897547751
44,2.5190183655204913e-05,0.005551527689157193
45,2.5004761527804273e-05,0.0055070908293743765
46,2.4818786006701788e-05,0.005462527198116641
47,2.4631926727342643e-05,0.005417841340392089
48,2.4444239311716865e-05,0.005373043469961517
49,2.42558768856597e-05,0.005328155549874237
50,2.406680126542664e-05,0.005283184946045156
51,2.387715337008107e-05,0.005238145639858216
52,2.3686990836031027e-05,0.005193051870542863
53,2.349613242578685e-05,0.005147906813062419
54,2.330516084734243e-05,0.005102737856767148
55,2.3113448023199574e-05,0.005057539494538849
56,2.292166358198632e-05,0.005012339631418798
57,2.2729839694259056e-05,0.004967123508638095
58,2.253689368549842e-05,0.004921931169219007
59,2.2344520162311883e-05,0.00487676334051677
60,2.215166495269172e-05,0.0048316313792789774
61,2.1959031960438196e-05,0.004786543852133938
62,2.1765896265658603e-05,0.004741499523732288
63,2.1573317091438672e-05,0.0046965271072877835
64,2.1380236387264352e-05,0.00465161533456696
65,2.1187702582548718e-05,0.004606794816064687
66,2.0994967696822656e-05,0.004562058366742755
67,2.08026540649897e-05,0.0045174256021018365
68,2.0610427684516238e-05,0.0044728959910571575
69,2.0418527699893433e-05,0.004428489607073797
70,2.0226821610521262e-05,0.004384203602305867
71,2.0035542397373086e-05,0.004340053116517865
72,1.984474565237299e-05,0.0042960492447634375
73,1.965403029587397e-05,0.00425218691864659
74,1.946417380303283e-05,0.004208492730890424
75,1.927443805500896e-05,0.004164954258729358
76,1.908547479119575e-05,0.004121597606134562
77,1.8896923190240617e-05,0.004078419363387853
