,Stocks ^RUT_loss,Stocks ^RUT_val_loss
0,0.011380705811168956,0.15691629874295202
1,0.004718585014771456,0.10815723993997464
2,0.007122879087839319,0.0922175541348841
3,0.008224189313578194,0.09332950070671651
4,0.007329795241955368,0.09880929620101533
5,0.0062450584366746335,0.10071062938920383
6,0.005480162189181508,0.09671078228402412
7,0.004957913720830418,0.08882729640637321
8,0.004662475546008383,0.08032933494140362
9,0.004514227229191911,0.07331991743767398
10,0.004351671142824765,0.06811974257573314
11,0.004088260376579717,0.06387846754200158
12,0.00375294656059223,0.059596743220570444
13,0.0034095358957226076,0.054800771091176176
14,0.003094818195510099,0.04962767592106743
15,0.0028159433203727947,0.04448628759589689
16,0.0025577255686605885,0.03966926946037117
17,0.0023018993964504407,0.03521739032076693
18,0.002041800944509263,0.03100089060849157
19,0.0017868985820711516,0.026933652016965823
20,0.0015474520897995894,0.023048512166601486
21,0.0013281144275351417,0.01944510994115095
22,0.001127040489702539,0.016190097677981716
23,0.0009420792429691887,0.013287971588386887
24,0.0007741683993713353,0.01071869027426188
25,0.0006256952504466834,0.008476148455821234
26,0.0004987535662360318,0.0065764194547102365
27,0.0003918859092036969,0.005011900253165728
28,0.0003033857498232318,0.0037537841019274175
29,0.00023205218911599154,0.0027703388176601508
30,0.000176350997249735,0.0020235960757167175
31,0.0001342609180498804,0.0014752565010654173
32,0.00010355330362043546,0.0010889483342782177
33,8.187559349649725e-05,0.0008272911400544917
34,6.713759673935971e-05,0.0006575266410457505
35,5.755227326078276e-05,0.0005527161986395802
36,5.159881929385251e-05,0.0004918395124118904
37,4.8073380399393665e-05,0.0004590003759246962
38,4.609440435453361e-05,0.0004428631891014761
39,4.505952976573119e-05,0.00043608995165204863
40,4.455829197279948e-05,0.00043410191448919216
41,4.433598357651533e-05,0.00043422432954894145
42,4.4249540182157024e-05,0.0004350528784695713
43,4.422132740561294e-05,0.00043593253170932244
44,4.421186782439753e-05,0.0004366133893952416
45,4.420482887901184e-05,0.0004370530602928979
46,4.419506404210342e-05,0.00043728964432710035
47,4.418170739108451e-05,0.00043738125248052095
48,4.416551140214627e-05,0.0004373850309605785
49,4.4147716751509486e-05,0.00043734405209824184
50,4.41292208909116e-05,0.000437286993871368
