,CombinacionCriptos_n512_loss,CombinacionCriptos_n512_val_loss
0,0.013955719276577577,0.1853812463667201
1,0.007011946590467431,0.13997993558302693
2,0.004624637079307403,0.1072920065844196
3,0.004986539456308231,0.08831448356310527
4,0.00579524715698656,0.08036527534325917
5,0.005825805038898841,0.07874423967695784
6,0.0052964722994586514,0.07903091729372397
7,0.004694108821815629,0.07829258222689574
8,0.0042024092406205745,0.07539731503903181
9,0.0038205283592273108,0.07061767783658258
10,0.0035244685587012903,0.06489477623468158
11,0.0032940695862467774,0.05917131464029181
12,0.003098382890203047,0.0540046688468977
13,0.0029036037854036725,0.04953286214464012
14,0.002693992587148972,0.04557098336946005
15,0.0024719589561138346,0.04185374646351255
16,0.002249138274540504,0.038190806648511995
17,0.0020355804423244947,0.034529843977813064
18,0.0018361570466117099,0.0309277779754551
19,0.0016511272071678747,0.027478511434519428
20,0.0014781908054525654,0.024251345459414625
21,0.0013148927915273983,0.021268641554761207
22,0.0011602557456955828,0.018518950490430855
23,0.001014906690916282,0.01598339943193841
24,0.0008801536128759898,0.013653284281320956
25,0.0007569509088034988,0.011532802798453418
26,0.000645915138329133,0.009635156041931832
27,0.0005464892748786116,0.007961104185074225
28,0.00045821955460980106,0.006504084261926426
29,0.00038092554849304856,0.00525223427377213
30,0.0003141964405732251,0.004192326935115217
31,0.00025751402276439657,0.0033101741192412787
32,0.0002101511171291015,0.002589749509532904
33,0.0001711821711780075,0.002013425396262914
34,0.00013972033583291475,0.0015628603287041187
35,0.00011474156221000199,0.001218364469642783
36,9.528156179244276e-05,0.000961360407875444
37,8.042943603680308e-05,0.0007749623592257842
38,6.932344703450692e-05,0.0006441025868936003
39,6.118229660272449e-05,0.0005556203541345894
40,5.533253448217808e-05,0.000498421192463573
41,5.1215297671974286e-05,0.00046358307711137777
42,4.838014547726482e-05,0.0004441505391685956
43,4.647031097589917e-05,0.00043488000238571186
44,4.5209466386051185e-05,0.00043195169338763786
45,4.439398228363455e-05,0.00043269404880541925
46,4.3877557100026985e-05,0.00043532102309895316
47,4.355741617766252e-05,0.00043869671450617415
48,4.336301388049059e-05,0.0004421442338324355
49,4.324720145956527e-05,0.0004452967028743748
50,4.317944849494727e-05,0.00044799104049245175
51,4.314047449346011e-05,0.0004501842248692423
52,4.3118345504693536e-05,0.0004519015147843152
53,4.310593117381735e-05,0.0004532019522083902
54,4.309892246129002e-05,0.0004541552739335631
