,Trends trend_nem_loss,Trends trend_nem_val_loss
78,1.0026216806671493e-05,0.0005548629426182463
79,9.90750032332681e-06,0.0005515859632466275
80,9.792278398470864e-06,0.0005484276692956113
81,9.680459487963863e-06,0.0005453781744178671
82,9.572011986864918e-06,0.000542440227805995
83,9.46688172776843e-06,0.0005396079280986809
84,9.365004101570006e-06,0.0005368808812748354
85,9.266299265128999e-06,0.0005342548605627739
86,9.170733497180314e-06,0.0005317288182245997
87,9.078234108108938e-06,0.0005292994588112029
88,8.988756602635616e-06,0.0005269642838706764
89,8.902216275321105e-06,0.0005247226441637254
90,8.818575294683866e-06,0.0005225690636927119
91,8.737739702925095e-06,0.0005205035514126604
92,8.659688249351278e-06,0.0005185232327606243
93,8.584335249067339e-06,0.0005166251973535579
94,8.51159938974888e-06,0.0005148065527184651
95,8.441462778836676e-06,0.0005130667257337616
96,8.373824567360525e-06,0.0005114013687349283
97,8.30865365759774e-06,0.0005098099802405789
98,8.245854640056048e-06,0.0005082884319843008
99,8.185387724342245e-06,0.0005068362224847078
100,8.127200964316637e-06,0.0005054504592688038
101,8.071194717838527e-06,0.000504128375233939
102,8.017357686185278e-06,0.0005028694509886778
103,7.965593900175569e-06,0.0005016699433326721
104,7.915847635768632e-06,0.000500528289614102
105,7.868085311621633e-06,0.0004994433212022369
106,7.82222484583774e-06,0.0004984113710144392
107,7.778214956907994e-06,0.0004974322375626519
108,7.73599983334022e-06,0.0004965020970513041
109,7.695528420999135e-06,0.0004956210703732303
110,7.656737142707034e-06,0.0004947855665635031
111,7.619578040108676e-06,0.0004939957781551549
112,7.583993132916826e-06,0.0004932477335947064
113,7.5499350574458594e-06,0.0004925415537749919
114,7.517355033297253e-06,0.0004918746103962454
115,7.486195447479706e-06,0.000491245246778887
116,7.456412836640643e-06,0.0004906526838357632
117,7.427958525323237e-06,0.0004900941096891004
118,7.400778136238491e-06,0.0004895689333072648
119,7.374832526133664e-06,0.0004890757129312708
120,7.350075310778965e-06,0.0004886127336738774
121,7.326463778903976e-06,0.00048817859855122294
122,7.303956531009485e-06,0.0004877721120675023
123,7.282501568484944e-06,0.00048739170261587086
124,7.262068020981343e-06,0.00048703718214080884
125,7.242617549798944e-06,0.00048670593577508745
126,7.22410198669912e-06,0.00048639723368418904
127,7.206489989095224e-06,0.0004861105430441407
128,7.189749269925344e-06,0.0004858441221026274
129,7.173831031300674e-06,0.0004855971828174706
130,7.158714232411092e-06,0.0004853689013263927
131,7.144359432669052e-06,0.0004851576702024501
132,7.13073376783331e-06,0.0004849629924417688
133,7.11780916600009e-06,0.0004847837486662544
134,7.105554459485575e-06,0.00048461936127681
135,7.093936486713714e-06,0.0004844690153661829
136,7.082929292104941e-06,0.0004843315602136919
137,7.072506482822623e-06,0.0004842064003101908
138,7.06264502416441e-06,0.00048409289089389716
139,7.05331021540937e-06,0.00048399022153507057
140,7.044486595147576e-06,0.0004838977206068543
141,7.036147578149282e-06,0.00048381454633692134
142,7.0282644103896855e-06,0.00048374055992238794
143,7.0208204935904805e-06,0.00048367481213063
144,7.0137993344150555e-06,0.0004836166134247413
145,7.007170709654859e-06,0.000483565883209499
146,7.000916621808966e-06,0.00048352186030779895
147,6.995030739395029e-06,0.00048348401637318043
148,6.989484780625879e-06,0.00048345158575102687
149,6.9842602407823924e-06,0.000483425146040435
150,6.979344142074786e-06,0.0004834031435446097
151,6.974721652743308e-06,0.0004833854931908158
152,6.9703734460255455e-06,0.0004833725979551673
153,6.966290496935611e-06,0.0004833626757877377
154,6.962461139454927e-06,0.0004833569266618444
155,6.9588481717521345e-06,0.0004833538461333284
156,6.955478056624997e-06,0.00048335377449313033
157,6.952314414285445e-06,0.0004833563356302105
158,6.949340454062062e-06,0.00048336131462397485
159,6.946560740918638e-06,0.00048336777567433624
160,6.94397006275092e-06,0.00048337635906556476
161,6.941533823779677e-06,0.0004833865722712989
162,6.939254420173641e-06,0.0004833980929106474
163,6.9371373963524374e-06,0.00048341098366878356
164,6.935159472749757e-06,0.00048342478783944476
165,6.933306534707439e-06,0.000483439527810193
166,6.931580506156583e-06,0.0004834549483628227
