,Criptos Close iota_loss,Criptos Close iota_val_loss
0,0.015278978187633657,0.19896813473482242
1,0.00800809007266472,0.15269292017509198
2,0.005065268890439779,0.1178882295030287
3,0.005070176146838857,0.09626678026270592
4,0.005934538929883776,0.0860708568287992
5,0.0061868348469336825,0.083103164687924
6,0.005783523090355013,0.08297087748845418
7,0.00519652245031006,0.08251397739881756
8,0.004679311671690352,0.08019697700423756
9,0.004270488051055321,0.075915922721227
10,0.003947857630856592,0.07037034288220022
11,0.0036939616333800315,0.06447885656493833
12,0.003482868486811974,0.058925616758308194
13,0.003280858305850248,0.05395675219338516
14,0.003064917345616924,0.04954206472498247
15,0.002829629226705466,0.04544423118062403
16,0.0025851031813513615,0.04146558431715801
17,0.0023438849368657188,0.03751835492493092
18,0.0021119366129646183,0.03360182843331633
19,0.0018936444218431053,0.029785238634580852
20,0.0016890296541240025,0.02616820895466311
21,0.0014959800434459385,0.022796019483571767
22,0.0013126743369971283,0.019669678490394832
23,0.0011406842901521288,0.016807940413897066
24,0.0009806001372902986,0.014199666764544344
25,0.0008342269969964935,0.01184490085418882
26,0.0007020056598295254,0.009745049279654163
27,0.0005852645028907078,0.00791042715567967
28,0.0004827641204920137,0.006335196438534507
29,0.00039418536337392255,0.0050043409968587175
30,0.0003190587586509171,0.003901935450133236
31,0.0002562568774553894,0.0030057311175797864
32,0.00020485216030454928,0.0022943976078310916
33,0.00016363247313761506,0.0017426630519544598
34,0.00013125578664783817,0.0013254109111710869
35,0.00010638538699184984,0.0010196327167595256
36,8.759069645873688e-05,0.0008023172782883905
37,7.374840746727376e-05,0.0006532320129181976
38,6.378061616801303e-05,0.0005551812181452653
39,5.6763620339280485e-05,0.0004941686156912353
40,5.193982264475265e-05,0.00045891494380481457
41,4.869744806529033e-05,0.0004408472871953814
42,4.6571000360739255e-05,0.0004336317437807976
43,4.5209973319580823e-05,0.0004328141261919819
44,4.4358894019856e-05,0.000435394876577688
45,4.3839230491504096e-05,0.0004394551402562694
46,4.3528843199400683e-05,0.0004438426266638455
47,4.334744420932905e-05,0.00044793408128550685
48,4.32438086470771e-05,0.0004514379396060503
49,4.318566488077992e-05,0.0004542683640591286
50,4.3153701389901574e-05,0.000456450537152203
51,4.3136069821073383e-05,0.000458065975034588
52,4.312645995369898e-05,0.00045921636648989955
53,4.3121090087900474e-05,0.0004600020387777309
