,Criptos Close monero_loss,Criptos Close monero_val_loss
0,0.014106178699039865,0.17389492981735316
1,0.006878002134590656,0.12067346874324755
2,0.004206687613422501,0.08214976749886041
3,0.004458524838047123,0.05953835653162551
4,0.0052491697193733575,0.04917019288772824
5,0.005217004021437004,0.045543926457564034
6,0.004608746393230455,0.043845221143344354
7,0.003960280950802068,0.041124442613672936
8,0.0034487299332074052,0.036426726857136035
9,0.003056686197610936,0.03034192430733264
10,0.002758402116436126,0.024063447511744225
11,0.0025334997107970647,0.018579806533010525
12,0.002346714870233474,0.014247973824198219
13,0.002163757837709339,0.010965363047588831
14,0.0019735388361431403,0.008430705737622305
15,0.0017851380599213057,0.006386806492575969
16,0.001612878424629312,0.0047263797190597
17,0.0014626551673736893,0.003450225953055524
18,0.0013366927353975673,0.002571253839280756
19,0.0012305846856639389,0.0020547510625195057
20,0.0011394191847782283,0.0018226239113030077
21,0.0010592632049871288,0.0017876177156429696
22,0.0009884419252202128,0.001877506887112027
23,0.0009259687005354883,0.0020385918812291033
24,0.0008705298827115403,0.0022284542665356533
25,0.0008208828345315809,0.0024126598574007035
26,0.0007755149041447018,0.0025665709700692318
27,0.0007333037538464641,0.0026761221661949636
28,0.0006934675470331747,0.0027391021032871186
29,0.0006554884320571912,0.002760186331111124
30,0.0006191278398023576,0.0027457649723209186
31,0.0005842877397027359,0.0027016882153078057
