,Criptos Close ethereum_loss,Criptos Close ethereum_val_loss
0,0.01402173867855949,0.18291826597575483
1,0.0067222357952389225,0.13039098988319264
2,0.004360750285458976,0.093463569194421
3,0.004845956720454597,0.07243259371012106
4,0.0056136501899481505,0.06348762481377043
5,0.005484676898467815,0.060935642356160044
6,0.004826784283779134,0.05997378618895322
7,0.0041540393702172,0.057653786892863525
8,0.0036209774412343213,0.05306218641585317
9,0.003206616652936771,0.04685193051894506
10,0.0028877793704213083,0.040185250256253385
11,0.002637705358880005,0.03403083877316836
12,0.0024186111719015687,0.028883822133828854
13,0.002195011936770431,0.024682553420806753
14,0.0019566997746540897,0.021159347596353496
15,0.001714521622948948,0.018061389750533407
16,0.0014843589347926364,0.015268670009641811
17,0.001276704670069204,0.012804095226543388
18,0.0010934918503351938,0.010747306803562518
19,0.0009334118068004134,0.009152906023543971
20,0.0007930713178504301,0.00802090969712784
21,0.0006696598647140909,0.007308120136791519
22,0.0005627471308662802,0.0069533131197737205
23,0.00047275579090219464,0.00689803216948934
24,0.00039951409743135347,0.007088818796107481
25,0.00034157506018962666,0.007470445140082946
26,0.0002968310593927129,0.007983895446891072
27,0.00026285926806044645,0.00857098115843603
28,0.00023773558378947535,0.009180652448671988
29,0.00021965836105204518,0.009771362054108203
30,0.0002069950870495161,0.010312316147075302
31,0.00019828099777504545,0.010781295233588109
32,0.0001922879048928233,0.011165943788899773
33,0.00018808857341104284,0.011462718826429597
