,Stocks GOOG_loss,Stocks GOOG_val_loss
0,0.0005134246933336656,0.14419247324650103
1,0.002417450537905097,0.1521913821880634
2,0.0015370194630052608,0.16003409028053284
3,0.0009994535581566966,0.146584879893523
4,0.000889068064190304,0.131468639923976
5,0.0010415303751450176,0.12466239241453317
6,0.0009852736559248744,0.12117461401682633
7,0.0008328663008377099,0.11486256695710696
8,0.0007343063133213526,0.10642828849645761
9,0.0007079286386635011,0.09906520981055039
10,0.0006727895334524175,0.09306825697422028
11,0.0006041509718320762,0.08690088872726147
12,0.0005387857258588505,0.0802129667538863
13,0.0004921238897413088,0.07373816348039187
14,0.0004482846662330513,0.06772238933123075
15,0.0003987592936027795,0.06183853516211876
16,0.0003515789951332128,0.05601241382268759
17,0.00031113144079706847,0.050460679599872
18,0.0002731219216142423,0.045240954137765445
19,0.00023659817200565996,0.04028770442192371
20,0.00020418797402481476,0.03564366411704283
21,0.0001758404765636302,0.031375420781282276
22,0.00015055836579099728,0.02747905426300489
23,0.00012885550453435056,0.02395590738608287
24,0.00011080575495725498,0.02082184673501895
25,9.597826759160783e-05,0.01807242030134568
26,8.39977670134081e-05,0.01568155735731125
27,7.475582690228923e-05,0.013633004318063077
28,6.770077099925122e-05,0.011899848826802693
29,6.244213391955082e-05,0.010446549751437627
30,5.8603188405798464e-05,0.009240455209062649
31,5.5827651801966844e-05,0.008245368416492756
32,5.376085139757309e-05,0.007430344963302979
33,5.216852346515784e-05,0.006762199676953829
34,5.0878210458904505e-05,0.006215259504432862
35,4.971842757256057e-05,0.0057658704284292
36,4.864916795318445e-05,0.005391875568490762
37,4.758744762511924e-05,0.0050785084469960285
38,4.651589384033846e-05,0.004810778280863395
39,4.543423822794396e-05,0.004578172444150998
40,4.432752925472764e-05,0.004372155723663477
41,4.321325468481518e-05,0.004185833036899567
42,4.2088947129041815e-05,0.004014518470145189
43,4.096469834061841e-05,0.003854334569321229
44,3.9845163813039944e-05,0.0037027721364910784
45,3.8733764365763185e-05,0.003557955165608571
