,Ventana chica_v4_loss,Ventana chica_v4_val_loss
0,0.00012898863023057773,0.0130188258245495
1,0.002407578092140408,0.06936953215251777
2,0.0037592067764840123,0.11580501188916609
3,0.0016526648315557696,0.05805229851283318
4,0.0005909534386555002,0.0024978514103611454
5,0.00022461316091578121,0.003894036267268325
6,0.0003935442938658661,0.027362213400769823
7,0.00042642848299590663,0.003300493500582212
8,0.00030547267739153066,0.021047370262012994
9,0.00040915485883544754,0.003921267569059321
10,0.0003035323136590331,0.020630615586337966
11,0.00037014629178204917,0.004483766602217566
12,0.0002895650230741193,0.015213417004763094
13,0.00037570751632890555,0.007149135947183221
14,0.0004718357020736908,0.03257967086801351
