,Criptos Close omisego_loss,Criptos Close omisego_val_loss
0,0.0015156802458906053,0.20726980342845286
1,0.0016162386125584771,0.17716904452517013
2,0.0017233814751683187,0.1605292031587648
3,0.001470194376181534,0.14564927784371967
4,0.0012445945854583555,0.12898956448578638
5,0.0010997895160997826,0.11185054887424815
6,0.0010140197926916737,0.09611775178062029
7,0.0009423144958328364,0.08238215079484892
8,0.0008525747953998772,0.0699712107004213
9,0.0007550250132729816,0.05835050384490943
10,0.0006657359642476951,0.047575927193253494
11,0.0005891318820236051,0.037976847145675625
12,0.0005213016728785905,0.029754765778164233
13,0.00045884870813412917,0.022924422409600954
14,0.0004021694122675098,0.01743032429213366
15,0.0003534381127288981,0.013211840020939091
16,0.00031319597371842344,0.01015450875274837
17,0.00027958523832773407,0.008064793178442218
18,0.0002512408823086611,0.006711083893425578
19,0.00022705651885610506,0.005864986664931144
20,0.0002064456814930828,0.005336237324725005
21,0.00018850391589235975,0.004981552677860191
22,0.0001723281318785561,0.00470778449199909
23,0.00015751964040774052,0.004464248587831485
24,0.00014386490637519251,0.004228128497450312
25,0.0001310816295406481,0.0039928469514428095
26,0.00011905465620927789,0.003759244720505412
27,0.00010782318821846515,0.0035297190655053648
28,9.720174869073147e-05,0.003308056057084444
29,8.721778157608745e-05,0.00309656541178788
30,7.793981364729991e-05,0.002896459297900481
31,6.92470758990529e-05,0.0027094882574271073
32,6.124399043968397e-05,0.0025356009040674397
33,5.389607805445548e-05,0.0023746439275016224
34,4.718468461617681e-05,0.002226899208670313
35,4.1123091754087915e-05,0.0020922903829708327
36,3.570666746428806e-05,0.001970323381853128
37,3.089860589426273e-05,0.0018605861951373826
38,2.666901103615345e-05,0.0017628187644641753
39,2.29958814314099e-05,0.001676436302960227
40,1.9836842338843195e-05,0.0016006963252482458
41,1.714952727036516e-05,0.001534869434496711
42,1.4884566869211484e-05,0.0014782828973483079
43,1.3006077224868812e-05,0.0014299640378121995
44,1.145553793051003e-05,0.0013891275893234886
45,1.0199942100506414e-05,0.001354785819830419
46,9.1893074087306e-06,0.0013262131174425942
47,8.387318551037673e-06,0.001302565438365025
48,7.758517027423671e-06,0.0012830823047994828
49,7.270542392531249e-06,0.0012671324782350586
50,6.896793696465796e-06,0.0012541076684108943
51,6.612634760965516e-06,0.0012435132208518868
52,6.399569489181615e-06,0.0012348890391155338
53,6.240974042999023e-06,0.0012278793993490663
54,6.124115053120296e-06,0.0012221801362177435
55,6.0387478735103575e-06,0.001217535513160704
56,5.976804703636882e-06,0.0012137437439408184
57,5.932155222242817e-06,0.001210639458188156
58,5.9001933272352176e-06,0.0012080865914063637
59,5.877335181049445e-06,0.0012059820207867247
60,5.86109599342398e-06,0.0012042347643878464
61,5.849539361820049e-06,0.0012027786636709674
62,5.8413347950823845e-06,0.0012015570772904132
63,5.835486300677361e-06,0.0012005274953736254
64,5.831310320050867e-06,0.0011996530104151442
65,5.82831600041565e-06,0.0011989034015746896
66,5.826154573103038e-06,0.0011982553059327577
67,5.824581981598821e-06,0.0011976910129666697
68,5.823429097470896e-06,0.0011971927919494341
69,5.822579214133636e-06,0.0011967472098998663
70,5.821946031062923e-06,0.0011963454365714892
71,5.821475251049236e-06,0.0011959784108114021
72,5.821114036960293e-06,0.0011956388946653398
73,5.820843409671119e-06,0.0011953214243100572
74,5.820636898000178e-06,0.0011950203800604733
75,5.820478920273777e-06,0.0011947336212216207
76,5.820358609533527e-06,0.0011944559610579625
77,5.820269024305402e-06,0.001194186006434077
78,5.820196514652391e-06,0.0011939227153847287
79,5.820142991640841e-06,0.0011936629629763196
80,5.8201013221263535e-06,0.001193405898703524
81,5.820069625108524e-06,0.0011931516659207458
82,5.8200439713447455e-06,0.0011928976130525558
83,5.82002561984628e-06,0.0011926451582492384
84,5.820009474436202e-06,0.0011923921492705044
85,5.819999235104322e-06,0.0011921388670525029
86,5.819988909332863e-06,0.0011918851470744069
87,5.819981334594965e-06,0.001191630660294563
88,5.819974415670395e-06,0.0011913749208473717
89,5.819970202680474e-06,0.001191117790188979
90,5.81996566272345e-06,0.0011908601265215922
91,5.8199642045253336e-06,0.0011906012294290603
92,5.8199575674689565e-06,0.001190341010397254
93,5.819953538632922e-06,0.0011900794011163564
94,5.819952403643666e-06,0.001189816483365726
95,5.819946781312782e-06,0.0011895526891327964
96,5.819941927542504e-06,0.0011892870389894883
97,5.819940777520278e-06,0.0011890200322709423
98,5.819934360321091e-06,0.0011887522712580798
99,5.8199326146174175e-06,0.0011884827438110779
100,5.819929074352917e-06,0.0011882118328497553
101,5.819924605802502e-06,0.0011879395239424607
102,5.819919624251976e-06,0.0011876656535304774
103,5.8199181453835255e-06,0.0011873914136682167
104,5.81991142376669e-06,0.001187115618073928
105,5.819911288469958e-06,0.0011868386313873382
106,5.819907490765841e-06,0.0011865601582406473
107,5.819904277468445e-06,0.0011862804035633063
108,5.819900041929069e-06,0.001185999484732747
109,5.819896907554767e-06,0.001185717476793557
110,5.819890221641235e-06,0.0011854342354292219
111,5.81989157460856e-06,0.0011851500839087342
112,5.819884013024511e-06,0.0011848650068383324
113,5.819877084704334e-06,0.0011845784028992057
114,5.819877655957205e-06,0.001184289921883278
115,5.819870047395123e-06,0.0011840013446563409
116,5.819869765526931e-06,0.001183710321745535
117,5.819867283207714e-06,0.0011834188889758277
118,5.819865943394238e-06,0.0011831272156785958
119,5.8198555274249565e-06,0.0011828334324739196
120,5.819855134688608e-06,0.0011825384302757496
121,5.819854279688424e-06,0.0011822432635567527
122,5.819848896005943e-06,0.0011819464468189385
123,5.8198478681266e-06,0.001181648793045339
124,5.819843598763042e-06,0.001181349598933473
125,5.819842570883699e-06,0.0011810497400035296
126,5.819839239201661e-06,0.0011807488814411947
127,5.819835407673362e-06,0.0011804472618497724
128,5.819837878717851e-06,0.001180143861392559
129,5.819832265782574e-06,0.0011798405023060801
130,5.819834312145653e-06,0.001179535074682891
131,5.8198327656288355e-06,0.0011792292631777727
132,5.819830691078938e-06,0.0011789223077237484
133,5.819829725210597e-06,0.0011786143795764151
134,5.8198264480230765e-06,0.001178305752937151
135,5.819828184331144e-06,0.0011779961391729264
136,5.819828892759868e-06,0.0011776849918052061
137,5.819830698595423e-06,0.0011773734605555568
138,5.819829680111686e-06,0.0011770614771141616
139,5.81982959743035e-06,0.0011767477541777098
140,5.819830661012997e-06,0.0011764338051453848
141,5.819834345969836e-06,0.001176118341751766
142,5.819838299641019e-06,0.0011758022895467675
143,5.819838303399262e-06,0.0011754855455846087
144,5.819839831124866e-06,0.0011751675547277633
145,5.819845081389735e-06,0.0011748490501041254
146,5.8198449893127925e-06,0.0011745295112121326
147,5.8198506605008295e-06,0.0011742087186906826
148,5.819857132194534e-06,0.001173888179204188
149,5.819855760435996e-06,0.0011735658867530955
150,5.8198643048004775e-06,0.0011732426899185111
151,5.819871009505221e-06,0.001172919218882549
152,5.819877002022998e-06,0.001172595159035207
153,5.81988055919959e-06,0.0011722702496446485
154,5.819890905641383e-06,0.0011719440250495864
155,5.819899656709206e-06,0.0011716168960710326
156,5.819906885688788e-06,0.0011712898767730299
157,5.819915879163256e-06,0.0011709618847817183
158,5.819925473956535e-06,0.0011706336118542581
159,5.8199335466615745e-06,0.0011703035032207315
160,5.81994759685142e-06,0.0011699728394496786
161,5.8199556526443674e-06,0.0011696418129631188
162,5.81996814880091e-06,0.0011693106219557322
163,5.81997783191289e-06,0.0011689780811078784
164,5.819992498454517e-06,0.0011686441981164386
165,5.820007614106131e-06,0.0011683101024986668
166,5.820023098065516e-06,0.0011679762397115389
167,5.820037217782849e-06,0.0011676410896211001
168,5.8200530418631865e-06,0.0011673049110349667
169,5.820070429372434e-06,0.0011669686987749802
170,5.820086913024343e-06,0.0011666314455118676
171,5.8201061721383894e-06,0.0011662935072263656
172,5.8201271468901685e-06,0.0011659548011770057
173,5.820147753334176e-06,0.0011656157391469095
174,5.820167190964745e-06,0.0011652763413403891
175,5.82018981370589e-06,0.0011649355051792727
176,5.820215208150931e-06,0.0011645951414142144
177,5.8202373592326345e-06,0.0011642532161444672
178,5.820263561699828e-06,0.0011639114207595833
179,5.820290818354062e-06,0.0011635692895982754
180,5.820319302074495e-06,0.0011632258980727394
181,5.8203433134862705e-06,0.0011628816916399505
182,5.820374499383111e-06,0.0011625369435391765
183,5.8204090113246245e-06,0.0011621923734287708
184,5.820440309968741e-06,0.0011618473039832244
185,5.820468662150684e-06,0.001161501528348866
186,5.82050600029061e-06,0.0011611539102736707
187,5.820548451519552e-06,0.0011608068877446258
188,5.820581129438692e-06,0.001160460043205949
189,5.820618948633667e-06,0.0011601112609775353
190,5.820656982048468e-06,0.0011597625874675626
191,5.82070113012393e-06,0.0011594135926128173
192,5.8207432900890724e-06,0.0011590637068441215
193,5.820789862230992e-06,0.0011587139163243252
194,5.8208334258997335e-06,0.0011583633320636985
195,5.820881465635376e-06,0.0011580122407710504
196,5.820933849899429e-06,0.001157660203724176
197,5.820987699878083e-06,0.0011573088651692326
198,5.821037098218414e-06,0.0011569567463429998
199,5.821087428602902e-06,0.0011566033527208876
200,5.821146307110114e-06,0.001156248979670696
201,5.821213213223454e-06,0.0011558952165983062
202,5.821270633532549e-06,0.001155542391583262
203,5.821330049468449e-06,0.0011551879434884827
204,5.821389630767021e-06,0.001154831179594698
205,5.821464684750252e-06,0.0011544742444453162
206,5.821541381085485e-06,0.0011541193229923686
207,5.821608565308775e-06,0.0011537646555364871
208,5.821671711300425e-06,0.0011534074048149931
209,5.821754005537965e-06,0.0011530480105122012
210,5.821841730436017e-06,0.001152690088237859
211,5.82192996645506e-06,0.001152334125781786
212,5.82200412785568e-06,0.0011519768346516677
213,5.82207831744312e-06,0.001151616960255937
214,5.8221722208919566e-06,0.0011512537011568826
215,5.822290567950464e-06,0.0011508941211668421
216,5.822396097522689e-06,0.0011505382279826959
217,5.822469918802356e-06,0.0011501802855040416
218,5.8225506063911985e-06,0.001149814642296165
219,5.822671751461299e-06,0.0011494477521936017
220,5.822824937428424e-06,0.0011490881789383317
221,5.822948754608991e-06,0.0011487338684252964
222,5.823019824855098e-06,0.0011483744048505775
223,5.823100164806502e-06,0.0011480034796582644
224,5.823248164398882e-06,0.001147631334510347
225,5.823453236662918e-06,0.0011472705008908491
226,5.823612122004899e-06,0.0011469191498284744
227,5.823684222009471e-06,0.0011465607551580741
228,5.823741768219692e-06,0.001146183964942605
229,5.823913303806162e-06,0.0011458028721707788
230,5.824191182624372e-06,0.0011454402163147558
231,5.824414850672642e-06,0.0011450946205949857
232,5.824483252566525e-06,0.0011447399935477283
233,5.8245007283944725e-06,0.001144356646551943
234,5.824673423398775e-06,0.0011439628308361842
235,5.825042112632188e-06,0.001143593775985901
236,5.825383740639981e-06,0.001143256073417373
237,5.8254820938480194e-06,0.0011429123470775228
238,5.825424233824544e-06,0.001142525813573094
239,5.825541485355342e-06,0.0011421151359157621
240,5.825993906354079e-06,0.0011417304265720785
241,5.826523587424433e-06,0.0011413973074960561
242,5.826746866494597e-06,0.0011410716765229243
243,5.826628555139394e-06,0.0011406944735622233
244,5.826591624768787e-06,0.0011402669888035941
245,5.827015368497597e-06,0.001139853770213494
246,5.827763773648122e-06,0.0011395079368525301
247,5.828295743488202e-06,0.0011392016750798861
248,5.828267519086506e-06,0.0011388548584424021
249,5.82802279360512e-06,0.0011384294412583728
250,5.82819677204926e-06,0.001137982156273932
251,5.829000975827211e-06,0.0011375956458601455
252,5.829939726568265e-06,0.0011372849266314186
253,5.830344859479873e-06,0.0011369763692640816
254,5.8301395899081004e-06,0.0011365904842218584
255,5.829958064912882e-06,0.0011361357149829673
256,5.8304123838241154e-06,0.0011356958440189395
257,5.831476567790041e-06,0.0011353345062537503
258,5.8324768879399865e-06,0.0011350269119586212
259,5.8328542869005545e-06,0.0011346940180163615
260,5.832726908785153e-06,0.0011342864681789574
261,5.832735595962852e-06,0.0011338355358351362
262,5.833352554700393e-06,0.0011334095731346814
263,5.83445534145487e-06,0.001133044720781305
264,5.835511497814667e-06,0.0011327105626263772
265,5.836126319991308e-06,0.0011323534841225905
266,5.836373742011738e-06,0.001131951067142558
267,5.836655444841763e-06,0.0011315221353703417
268,5.837286842747255e-06,0.0011311038175967237
269,5.838276722499343e-06,0.0011307123388463924
270,5.839395596411138e-06,0.0011303364693702868
271,5.840414563081591e-06,0.0011299581792251754
272,5.841255518713627e-06,0.0011295651024099717
273,5.842005009996255e-06,0.0011291575554588978
274,5.842812537939758e-06,0.0011287439173887953
275,5.843786291072981e-06,0.0011283309239324582
276,5.844954939149363e-06,0.0011279223157739467
277,5.846264600245189e-06,0.0011275164900378378
278,5.84766427312967e-06,0.0011271105132504436
279,5.849079758819762e-06,0.0011267011382901841
280,5.850496556136511e-06,0.0011262868228945728
281,5.851948197999241e-06,0.0011258672043481027
282,5.8534660507004355e-06,0.0011254423095898565
283,5.855118673980166e-06,0.0011250129621860779
284,5.8569602842457365e-06,0.0011245819561044909
285,5.8590049241705075e-06,0.001124149484729225
286,5.861228495903125e-06,0.0011237143685133004
287,5.8636178286825035e-06,0.001123275415402306
288,5.866154388735414e-06,0.0011228316257638504
289,5.8688386364465714e-06,0.0011223835191373859
290,5.871687598533934e-06,0.0011219299583087776
291,5.874733126103279e-06,0.0011214708614986667
292,5.878042489817474e-06,0.0011210039398471309
293,5.881668235545002e-06,0.0011205316188337266
294,5.88566996337565e-06,0.0011200540851078126
295,5.890060977488111e-06,0.0011195692605115782
296,5.894872890339759e-06,0.0011190776463043837
297,5.900133086365074e-06,0.0011185791049044857
298,5.905868758328167e-06,0.0011180719853309561
299,5.912116688149063e-06,0.0011175565261870991
