,Ventana extra grande_v70_loss,Ventana extra grande_v70_val_loss
0,0.00016131797673823027,0.014624947061141333
1,0.0019148358223702146,0.09144269073741478
2,0.0025697783721386116,0.13787323589387693
3,0.002427156778283365,0.11051940996395915
4,0.0019563019331575275,0.08493007013672277
5,0.0011820568143504492,0.030505244995941195
6,0.0006762369036407204,0.006504762019112445
7,0.0003625888209745953,0.004999074410941256
8,6.75517051668226e-05,0.010480743474960164
9,5.2425723121511204e-05,0.0056236463807229145
10,0.00014054996482795295,0.015168521361294807
11,0.000425303083845887,0.028425913859616247
12,0.0004275662795507423,0.005309052043390183
13,8.779802731607975e-05,0.005356104083036547
14,3.641035267751329e-05,0.004256421160933219
15,5.496009002295945e-05,0.006260109673715769
16,0.00010319209184716096,0.004821088785926501
17,0.0002411572298338446,0.004883825304109211
18,0.0002755202938684314,0.019416647734479944
19,0.0003661879052806558,0.003148707352872742
20,6.75209989243772e-05,0.002666298172379468
21,6.415915022603657e-05,0.004305675685029934
22,6.072696782872188e-05,0.003377950158002868
23,0.00016269472519668757,0.0043326019832308875
24,0.00023669305554856117,0.017170545073193415
25,0.00032960099452681966,0.002610969455737065
26,5.546598931447845e-05,0.0023401955473481826
27,5.9594569720183355e-05,0.003573299271234295
28,4.501495391270725e-05,0.002998793230130615
29,0.00011996822286164388,0.003981649023970883
30,0.00016031431161472778,0.011282958678509059
31,0.00025814538314973524,0.0029548785236680458
32,4.6646899354647375e-05,0.0031058257200608126
33,0.0001181643558977572,0.003484040122936692
34,9.247445097826768e-05,0.006497654655392756
35,0.00018238170573488133,0.0031748482357024364
36,7.381809754647612e-05,0.005513652636293779
