,Trends trend_ripple_loss,Trends trend_ripple_val_loss
0,0.000909182281108,0.15250534048447242
1,0.0017547563973214263,0.1429832806954017
2,0.001682419801139846,0.14561259058805612
3,0.0013333642720961226,0.14214653235215408
4,0.001125105159679571,0.13195242102329546
5,0.0010479316719843505,0.1207003306884032
6,0.0010502637753513856,0.11200123910720532
7,0.0010227839688573463,0.10545499049700223
8,0.000944117025937885,0.09899645470655881
9,0.0008545949508865866,0.09155492140696599
10,0.000781887484033807,0.0835804148362233
11,0.0007252044149656565,0.07586579483288985
12,0.0006676912262964135,0.06857291322488052
13,0.0006016971467313572,0.061391391433202304
14,0.0005336682611064484,0.05417273709407219
15,0.00047042796079320117,0.047103786697754495
16,0.00041143084728481393,0.04039575044925396
17,0.0003536136623901817,0.03409356222702907
18,0.000297711420549044,0.02820853401835148
19,0.00024639675337731693,0.022833489454709567
20,0.00020033186312782794,0.018064677715301514
21,0.00015906793515359124,0.013933957196198977
22,0.00012313134385084806,0.01044905586884572
23,9.31085998252876e-05,0.007611321142086616
24,6.87104971942832e-05,0.0053871558406032045
25,4.950830994997747e-05,0.003711591832912885
26,3.511315019120677e-05,0.002507911457751806
27,2.4779398140358702e-05,0.001687533508699674
28,1.769257407711568e-05,0.001158765508220173
29,1.3132379675740734e-05,0.0008402860168224344
30,1.0348007120998003e-05,0.0006625852368485469
31,8.754117201393596e-06,0.000572275634532651
32,7.906805351992192e-06,0.000532006706075313
33,7.485532006075328e-06,0.0005175053240516438
34,7.292435804209583e-06,0.0005146131420937869
35,7.210155217762804e-06,0.0005158901331014931
36,7.176254764719768e-06,0.000517931860835793
37,7.161502235948529e-06,0.0005195057019591331
38,7.153222030025902e-06,0.0005203782482287631
39,7.146890154147583e-06,0.000520688401033672
40,7.141192589607761e-06,0.0005206524555643017
41,7.13578525007436e-06,0.0005204544644444608
42,7.130614842655912e-06,0.0005202180562684169
43,7.1255994603584095e-06,0.0005200165413463345
44,7.120666964510747e-06,0.000519885144268091
