,Criptos Close iota_loss,Criptos Close iota_val_loss
0,0.0011513963802896726,0.17477189806791452
1,0.0013760599921135088,0.1576226376570188
2,0.0016110455566936603,0.15354244754864618
3,0.001385776478295716,0.15002929018093988
4,0.0011813465501360882,0.14284144456569964
5,0.0010585678907003826,0.13320229374445403
6,0.0010065844398923218,0.12364909511346084
7,0.0009844887894220077,0.11547943835075085
8,0.0009441047071819552,0.10841063925853142
9,0.0008797920644820596,0.10156951730067913
10,0.000809637755782415,0.09442173288418697
11,0.0007470128072712284,0.08706635122115795
12,0.0006924888775057087,0.07984325518974891
13,0.0006411065668754207,0.07288083663353553
14,0.0005874849291733251,0.06614176126626822
15,0.0005322789142015749,0.059539551918323226
16,0.00047837965953826474,0.0530805943103937
17,0.0004271349003269839,0.04683842739233604
18,0.0003784516000170977,0.0409114074248534
19,0.0003314372806926258,0.035325970787268415
20,0.0002860861070355615,0.030090820903961476
21,0.00024436288983382,0.025264573498414114
22,0.00020610380530482731,0.02089438300866347
23,0.000171332735660074,0.017004436884935085
24,0.00013997059683718433,0.013594305286040673
25,0.00011269055903539993,0.010671503268755399
26,8.930492395638094e-05,0.008219761917224297
27,6.974893137969327e-05,0.006217489448877482
28,5.367253288568463e-05,0.004624521144880698
29,4.084461691560976e-05,0.003390845341178087
30,3.0902473484345064e-05,0.002462584847727647
31,2.346115336247469e-05,0.0017885094365248312
32,1.7998744484569986e-05,0.0013150462092688451
33,1.4114269875930264e-05,0.0009934092656924175
34,1.1469168454753413e-05,0.0007837072480469942
35,9.711129101001112e-06,0.0006526235329846924
36,8.580005232243611e-06,0.0005742921852148497
37,7.88025623968189e-06,0.0005299800317376279
38,7.460327371798205e-06,0.0005065691746914616
39,7.215294072711214e-06,0.0004952829331159592
40,7.077433390524955e-06,0.0004906097579245957
41,7.002140696735855e-06,0.0004892655415460467
42,6.961763863098615e-06,0.0004893931327387691
43,6.940546130023834e-06,0.0004900288812887783
44,6.929651817699778e-06,0.0004907212479828069
45,6.9239926705659645e-06,0.0004912916561946846
46,6.921033148570971e-06,0.0004917003814345942
47,6.919522722735284e-06,0.0004919624412790514
48,6.918732266897748e-06,0.000492112034967599
49,6.918354258162323e-06,0.0004921843781350896
50,6.918206780098374e-06,0.0004922068239046404
51,6.918187199726862e-06,0.0004922009449308881
