,Stocks AAPL_loss,Stocks AAPL_val_loss
0,0.0014866502184184146,0.19712532009960207
1,0.001884059199278266,0.17868140844766758
2,0.001987535521880654,0.18232531476119332
3,0.0014799932313290202,0.1753712821105295
4,0.0012324515678188647,0.16058480973578682
5,0.0012399772478436882,0.1489164672853533
6,0.0012309880910849214,0.14136118398717612
7,0.00111428090209557,0.13358466672010658
8,0.0009958836753190734,0.12421105777429155
9,0.0009241237921817305,0.11490622914034473
10,0.0008643128972188839,0.10644250270748927
11,0.0007874589405707584,0.09814910301245934
12,0.0007076874822243463,0.08966731637223693
13,0.0006378907121021362,0.08130130805998795
14,0.0005734769621679236,0.07330624174234296
15,0.0005072811727887327,0.06553751864462845
16,0.00044437323471777573,0.05800552733919837
17,0.0003876844904489415,0.05087292843983193
18,0.00033505764945741156,0.044202469874265765
19,0.00028647521432789333,0.03800469969422364
20,0.00024392393760167615,0.03235149402017436
21,0.00020704272673138194,0.027302462576834625
22,0.000175215080688315,0.02283982424573465
23,0.00014934238382665178,0.018986579477171268
24,0.0001286128633280385,0.015730304566542966
25,0.00011211858840066601,0.01301185053211352
26,9.993862392946554e-05,0.010798771465428111
27,9.082841916848744e-05,0.009022726831295767
28,8.415715773262792e-05,0.007617028610980954
29,7.931772349613972e-05,0.006519963522249263
30,7.563192420927731e-05,0.005668978718655907
31,7.270697415527341e-05,0.005012818904639768
32,7.019205377745049e-05,0.0045055614260972035
33,6.78749396879426e-05,0.004110582201733939
34,6.566319475383383e-05,0.0037995424287101207
35,6.34626127021341e-05,0.0035492501140779948
36,6.128040238327832e-05,0.003343271563014339
37,5.9095962674930415e-05,0.0031691222713321203
38,5.691726682399792e-05,0.0030172030587703727
39,5.477164934046782e-05,0.0028817634413803904
40,5.265170573483006e-05,0.0027579131001252526
41,5.0578059047491346e-05,0.0026431147024528054
42,4.8540641096938204e-05,0.0025350812395403453
43,4.6564085449453845e-05,0.002433063641329073
44,4.462817384238924e-05,0.0023359366469393092
45,4.275779982221559e-05,0.002243796396184682
46,4.093256202470588e-05,0.0021559589115271636
47,3.9170389371531565e-05,0.0020726269547835237
48,3.7459781730628365e-05,0.00199351750972319
49,3.581014009022292e-05,0.0019187886818227444
50,3.420665408826187e-05,0.0018480907690765198
51,3.267074769174234e-05,0.001781635838830151
52,3.118118358302615e-05,0.0017191221137061593
53,2.9757115900928293e-05,0.001660615327952753
54,2.8376459317957242e-05,0.0016059362597009245
55,2.7058652607187214e-05,0.0015549670321836082
56,2.579047475231442e-05,0.001507633650475297
57,2.4578693115502625e-05,0.001463771507159368
58,2.341806945825873e-05,0.0014232750260463555
59,2.2311162782981146e-05,0.001385995405264322
60,2.1250994935196877e-05,0.0013518508423643171
61,2.0244601555457263e-05,0.0013206642831113836
62,1.928547168393958e-05,0.0012923531361262906
63,1.837491135503558e-05,0.001266739206111505
64,1.7510951399968644e-05,0.0012437274385135898
65,1.6693069934142632e-05,0.0012231662817499484
66,1.591793628272885e-05,0.0012049327184992635
67,1.518759952977392e-05,0.0011889076866748289
68,1.4497582976993035e-05,0.0011749578782257217
69,1.3848873448687074e-05,0.0011629618286763217
70,1.3237894150237976e-05,0.001152783657293305
71,1.2665752620697945e-05,0.0011443189299118913
72,1.212759952451495e-05,0.0011374357922295155
73,1.1625760702718403e-05,0.0011320242250322803
74,1.1156099232217713e-05,0.0011279750567252849
75,1.0718486941908294e-05,0.0011251734046280877
76,1.0310529545647061e-05,0.001123517745921065
77,9.931502198706157e-06,0.0011229013489205237
78,9.580059645674384e-06,0.0011232305243072554
79,9.253605827881593e-06,0.0011244094285975433
80,8.952431513038887e-06,0.001126348099686698
81,8.673697905105053e-06,0.001128961518791712
82,8.417034306066027e-06,0.0011321683924198766
83,8.180648815930698e-06,0.0011358922039551183
84,7.963429739030582e-06,0.0011400614484128628
85,7.764365168553892e-06,0.0011446077293862612
86,7.581591579922636e-06,0.0011494675476088627
87,7.414730059604491e-06,0.0011545844070136179
