,Stocks ^DJI_loss,Stocks ^DJI_val_loss
0,0.011732358892244854,0.16094270074504546
1,0.0046448062077678485,0.11093790726415043
2,0.006848139795421183,0.09339628565585477
3,0.008139945598768777,0.09375934114401367
4,0.007357626232778889,0.09941271341395104
5,0.006284065804198042,0.1020859781352953
6,0.005516258590244527,0.09887902712684939
7,0.004990347572762905,0.09140112208223891
8,0.004682524595409632,0.0828760644827766
9,0.004533585775161868,0.07562882187722743
10,0.00438576953046709,0.07018097704169395
11,0.004142157206226183,0.06581826525172968
12,0.0038186496541160963,0.06150405228823081
13,0.0034775425915488565,0.05667955925067266
14,0.0031593858014160618,0.05141144742568334
15,0.0028752847320410884,0.04609262215337534
16,0.0026137414027069665,0.04105675554481046
17,0.002354750663962686,0.03637371040966319
18,0.002091923253557206,0.031948804084596966
19,0.0018318351224364563,0.027691167190499688
20,0.0015851516041091118,0.023617798783655823
21,0.0013577817523070536,0.019821915047607202
22,0.001149523611201894,0.016384921967983246
23,0.0009583711992794027,0.013325016924190795
24,0.000784657292747763,0.01062690006333521
25,0.0006315825726494364,0.008293503402978524
26,0.0005002694924351299,0.00633086716948912
27,0.0003900895334764159,0.004731032633404622
28,0.0002993389766063841,0.003463390722185716
29,0.00022673950565379412,0.0024890180131227806
30,0.00017065294428150458,0.0017673664314179927
31,0.00012881780560422773,0.0012558524700245638
32,9.864314787769583e-05,0.0009100753251977008
33,7.766822827029866e-05,0.000688314610482033
34,6.37511304752291e-05,0.0005554844753752494
35,5.4905542735165604e-05,0.00048264678321436217
36,4.952917712300363e-05,0.00044746658277708564
37,4.643959890791461e-05,0.00043420947756318525
38,4.476780990465148e-05,0.0004324115048050238
39,4.391515088580742e-05,0.0004355862125186999
40,4.35114176154415e-05,0.0004401445270371463
41,4.333792152799848e-05,0.00044434398062120396
42,4.3271235620198855e-05,0.00044752392200646046
43,4.324852016415907e-05,0.00044961674232571117
44,4.324153574663964e-05,0.0004508027762720554
45,4.3238913014814816e-05,0.0004513234658776943
46,4.323673741985648e-05,0.00045141077134758234
47,4.3234293325335836e-05,0.0004512528084678811
48,4.3231848519945774e-05,0.0004509779003759225
