,Stocks ^IXIC_loss,Stocks ^IXIC_val_loss
46,2.1586536003126618e-05,0.0020641278598673087
47,2.1292666569332908e-05,0.002035777595409862
48,2.1000138587608917e-05,0.002007683263783736
49,2.0707049214642896e-05,0.001979789942934001
50,2.041612492012214e-05,0.0019522220279236347
51,2.012920035780523e-05,0.0019249383058044906
52,1.9840140632653902e-05,0.0018980812641199339
53,1.9555163832163932e-05,0.0018715704396782705
54,1.9271254943816515e-05,0.0018454717350969753
55,1.8989378964039688e-05,0.0018197969814439203
56,1.8710330114719142e-05,0.0017945514376129
57,1.8432743702813104e-05,0.0017697217774169504
58,1.8156567082859668e-05,0.0017453545217656276
59,1.7884263346906873e-05,0.0017214392365749217
60,1.7612653502796138e-05,0.0016979962964503725
61,1.7344205874049157e-05,0.0016750304975108174
62,1.7079750310691182e-05,0.001652481744435331
63,1.6815761190334967e-05,0.0016304870744135755
64,1.655645321665932e-05,0.001608934614245495
65,1.6298886121073662e-05,0.0015878966511111738
66,1.604511569232934e-05,0.0015673588322521735
67,1.5793964788721766e-05,0.0015473230405179553
68,1.5545347722320363e-05,0.001527786988972817
69,1.530004208854569e-05,0.001508767945568793
70,1.5058535136030372e-05,0.001490246140867595
71,1.4819799812245068e-05,0.001472266506372897
72,1.4584784457086747e-05,0.001454766301923116
73,1.4352695931043583e-05,0.0014378005352009796
74,1.412387440016701e-05,0.0014213626609714933
75,1.3898927948104741e-05,0.0014054327048669177
76,1.3677643527602007e-05,0.0013900267293153346
77,1.3459223819981245e-05,0.0013751322172643726
78,1.3244243686025855e-05,0.0013607641295260511
79,1.3033646113895388e-05,0.0013469010197041818
80,1.2826153015489845e-05,0.0013335352188191753
81,1.2622149700870398e-05,0.001320689820399708
82,1.242175861357996e-05,0.0013083651303967907
83,1.2225611048172351e-05,0.0012965114625586459
84,1.2032592445198246e-05,0.0012851806168929357
85,1.1842973743880952e-05,0.0012743392149140397
86,1.1657997404180913e-05,0.0012639841605516628
87,1.1475497114949299e-05,0.0012541260091156875
88,1.1297069107036083e-05,0.0012447511207712583
89,1.1122888123687773e-05,0.001235823854149804
90,1.0951846234994932e-05,0.0012273802989632013
91,1.0784186854812294e-05,0.0012194083489800904
92,1.0621062260311605e-05,0.001211878229779276
93,1.0460896455020882e-05,0.0012048096203606975
94,1.0304574910955397e-05,0.0011981800160070588
95,1.0151950214808606e-05,0.0011919891810013858
96,1.0002741385333062e-05,0.0011862215878488112
97,9.85689660388022e-06,0.0011808802575750414
98,9.71510314778521e-06,0.0011759463020346382
99,9.576640005727598e-06,0.0011714144469400453
100,9.441216409996284e-06,0.001167289724127074
101,9.310015485418021e-06,0.0011635401540181854
102,9.182050806065648e-06,0.0011601711715733217
103,9.056918263148655e-06,0.0011571765153799668
104,8.935360816124085e-06,0.0011545434384414356
105,8.81750943222899e-06,0.0011522581440989268
106,8.702895000109388e-06,0.001150317416018383
107,8.591287906177261e-06,0.0011487085264453218
108,8.483012967821392e-06,0.0011474257941196156
109,8.377870021042537e-06,0.001146453462564194
110,8.275818792513325e-06,0.001145785056778099
111,8.176769167093428e-06,0.0011454121852370578
112,8.080999600491294e-06,0.0011453246803615582
113,7.98801612433658e-06,0.0011455105119269372
114,7.897884440225883e-06,0.001145963012510218
115,7.810843219111812e-06,0.0011466687818419588
116,7.726701046183825e-06,0.0011476196920160544
117,7.645080962195734e-06,0.0011488061402116186
118,7.5663652104827816e-06,0.0011502174441202367
119,7.490110310905301e-06,0.001151844249145428
120,7.41666307408759e-06,0.0011536774392940166
121,7.345834986582371e-06,0.0011557064188474958
122,7.277435219864946e-06,0.0011579218255125048
