,Stocks ^IXIC_loss,Stocks ^IXIC_val_loss
0,0.0008795456191109231,0.17541412430361283
1,0.0025557974538157795,0.1805966566663143
2,0.001729301791272534,0.18225544592565743
3,0.0012453334326163119,0.16561783394537682
4,0.001225605716713327,0.1506440155515986
5,0.0012978490149556112,0.14297588071054665
6,0.0011722208058446153,0.13590529905863044
7,0.0010208310241895642,0.12599736723032864
8,0.0009445901570479916,0.11579540556619976
9,0.0008934651071413551,0.10694492479001196
10,0.0008114023241868689,0.09838199947983765
11,0.0007216609323643579,0.08939677169007704
12,0.000648216753312933,0.08054064559049842
13,0.0005800035764840393,0.07215786737597678
14,0.0005068303622721025,0.06399759077582477
15,0.0004379161795185617,0.05608600239492645
16,0.0003753031728104188,0.048632473707937995
17,0.0003162373486552234,0.041688186170394756
18,0.00026154532390723607,0.0352674008093097
19,0.0002133028532670857,0.029463457851863103
20,0.00017085652134558264,0.02431549675270053
21,0.0001345124287619294,0.019830760584513017
22,0.00010456285181586161,0.016013517452419298
23,8.060435946330366e-05,0.012841769509510067
24,6.216797534634228e-05,0.010265351403966423
25,4.8559632579014785e-05,0.008221040749229675
26,3.909511375722036e-05,0.006637946937294785
27,3.283856603055269e-05,0.005437646738507531
28,2.8986122299462925e-05,0.004544251048090783
29,2.680110436294628e-05,0.0038910719185051594
30,2.5671070154413795e-05,0.0034186636167001135
31,2.5146438854203892e-05,0.0030808962866171333
32,2.4923110490930382e-05,0.002840436615958071
33,2.4809804227884306e-05,0.0026696956243119703
34,2.4707434270319275e-05,0.0025478684832149546
35,2.4574900477497322e-05,0.00245977707653622
36,2.4397831690624695e-05,0.002394437797613873
37,2.4177753275129483e-05,0.0023442439124957957
38,2.3926410791348696e-05,0.0023035558685275516
39,2.36547487828311e-05,0.0022686087701485054
40,2.336989570368651e-05,0.002237013816325502
41,2.30759374551044e-05,0.0022072014254556336
42,2.2778850544748196e-05,0.0021782077219691283
43,2.2479440318901585e-05,0.002149580959577021
44,2.2180604292387683e-05,0.002121027733183905
45,2.1883109387218153e-05,0.002092535542093279
