,Stocks TSLA_loss,Stocks TSLA_val_loss
0,0.0006008385921282192,0.14291126223710868
1,0.002513326541072904,0.14947502658917353
2,0.0017106581564383726,0.15696403842705947
3,0.0011840749542058732,0.14555767866281363
4,0.0010120231331361888,0.1299463029091175
5,0.0011387899867258966,0.12080822541163518
6,0.0011501048037853951,0.1161116361618042
7,0.0010211146257531184,0.1102438156421368
8,0.0009011455963795575,0.10195023165299343
9,0.0008473590535756487,0.09358896544346443
10,0.0008190710213966668,0.08649686666635367
11,0.0007633827839387008,0.07989796308370736
12,0.0006909718761632505,0.07294750557495998
13,0.0006283458832723016,0.06584860040591313
14,0.000577903670581201,0.05910876507942493
15,0.000525506916276824,0.05273733861171282
16,0.0004684735792509925,0.04652368391935642
17,0.0004146496223536535,0.0405154090661269
18,0.0003658671652934012,0.03487490977232273
19,0.00031867423296297114,0.02962622992121256
20,0.0002736125159292267,0.024777623896415416
21,0.00023202696432305785,0.02037389003313505
22,0.00019417499480858588,0.016448831042418115
23,0.00016008585421681905,0.013023596686812548
24,0.00012968489486061467,0.01008745813025878
25,0.00010345751686075416,0.007633270409244757
26,8.153401218945734e-05,0.005647331332931152
27,6.305191905434745e-05,0.00407948846427294
28,4.83326801678721e-05,0.002887751513089125
29,3.67917842735411e-05,0.0020166984042869164
30,2.8026424633236064e-05,0.001407327363267541
31,2.154597726845308e-05,0.0010016509152662295
32,1.695767815153186e-05,0.0007483081247370977
33,1.3792199542177304e-05,0.0006019034369203907
34,1.1657059496008935e-05,0.0005258598651450414
35,1.0277981905696484e-05,0.0004932553274556994
36,9.385598926970628e-06,0.00048481420022793685
37,8.819754909312065e-06,0.00048814911860972643
38,8.455036759886962e-06,0.0004958551815854242
39,8.212504956016066e-06,0.000504003819794609
40,8.044262988103303e-06,0.0005108305978445479
41,7.919405946337905e-06,0.0005158398148173896
42,7.821783705926813e-06,0.0005191241059667215
43,7.741031193010993e-06,0.0005210387574222225
44,7.671774990460388e-06,0.0005219658353151038
45,7.61068853395185e-06,0.0005222461365449887
46,7.555764813542527e-06,0.0005221383672995636
