,Capas_c1_n16_loss,Capas_c1_n16_val_loss
0,0.002690714046296377,0.22569851233409002
1,0.001870391729216163,0.21415783579532915
2,0.0014676152803496313,0.2045692388827984
3,0.0013384175030156397,0.19720271688241225
4,0.0013574549901442458,0.1920300951370826
5,0.001419840393981968,0.18868843867228582
6,0.0014678713408871912,0.1866579009936406
7,0.0014866785909711884,0.1854288807282081
8,0.0014830714454337095,0.18458917966255775
9,0.0014677314231028925,0.18385005914247954
10,0.001448751993638535,0.18305866993390596
11,0.0014303287965818667,0.18213886251816383
12,0.001414269231295643,0.1810839267877432
13,0.001400505559733854,0.1799122507755573
14,0.001388829156684761,0.1786540815463433
15,0.0013783849784746193,0.1773303563778217
16,0.001368607692151832,0.17595783793009245
17,0.0013588865471179956,0.17454312856380755
18,0.0013489900291180955,0.17308633144085223
19,0.0013385970602170206,0.1715823641190162
20,0.0013275974465963931,0.17002279941852277
21,0.0013160218636935146,0.16840063150112444
22,0.0013038031264351537,0.16670583532406733
23,0.00129094023633605,0.1649317626769726
24,0.0012774933577300264,0.16306702907268816
25,0.001263400159167269,0.16111093759536743
26,0.001248584193840193,0.15905340589009798
27,0.0012331090692896396,0.15688862021152788
28,0.0012168211172907972,0.15460805021799529
29,0.0011997687800500828,0.15220878903682417
30,0.0011819089906146894,0.14968640758441046
31,0.0011631053247793505,0.14703171069805437
32,0.0011433758851266108,0.14424229355958793
33,0.00112269851916398,0.14130903665836042
34,0.0011010559571262163,0.13823090608303362
35,0.0010783574790156519,0.13500146453197187
36,0.0010547141137067229,0.13162405445025518
37,0.0010299803465246581,0.12809126881452707
38,0.001004173112540649,0.1244028783761538
39,0.000977285575712673,0.12055659638001369
40,0.0009493382687931164,0.11655584436196548
41,0.0009203969418124941,0.11240315551941212
42,0.0008904055508677489,0.10810062289237976
43,0.0008594218849723872,0.10365307216460888
44,0.0008274489306271649,0.09906832186075357
45,0.0007946015595315167,0.09435770717950967
46,0.000760907105779132,0.08953628860987149
47,0.0007263703054587285,0.08461522253660056
48,0.0006911649274675605,0.07960962217587692
49,0.000655355699843942,0.07454031705856323
50,0.0006191269315492648,0.06942575252973117
51,0.0005825620610266924,0.06429260969161987
52,0.0005459006217559084,0.05917186748522978
53,0.0005091511109360278,0.054087999348457046
54,0.00047258721651115385,0.04907652334525035
55,0.00043639298326944787,0.04417488437432509
56,0.0004006680649651501,0.03940924142415707
57,0.00036567165359603957,0.034812952463443465
58,0.0003316725101635362,0.030423172964499548
59,0.0002988497659456558,0.026273785588833
60,0.0002673963569507648,0.022394590079784393
61,0.00023750033198246875,0.01880985928269533
62,0.00020934242135039173,0.01554396920479261
63,0.00018306514987041458,0.012611268518062739
64,0.00015878807355945284,0.010025343356224207
65,0.00013656459234950418,0.007788278878881381
66,0.00011644668120425195,0.005894441873981402
67,9.851966192050335e-05,0.004334891644807963
68,8.271145340516411e-05,0.0030915418711419287
69,6.892865153181796e-05,0.002139087641038574
70,5.7086376098315945e-05,0.0014496318315370725
71,4.705956010953881e-05,0.0009899275610223413
72,3.869181721081706e-05,0.0007257742064002042
73,3.181176480911045e-05,0.0006219905604106876
74,2.6226186421878923e-05,0.0006445248324710589
75,2.176652399682028e-05,0.0007616398641123221
76,1.8252281629079684e-05,0.0009449550953622048
77,1.5522907408292387e-05,0.0011700402873639877
78,1.3432107817397291e-05,0.0014167239244740743
79,1.1850022754235677e-05,0.0016690923903997128
80,1.0666808590870529e-05,0.001915332288123094
81,9.792098983150656e-06,0.0021470523296067347
82,9.1521859268631e-06,0.002358992010928117
83,8.687283053194942e-06,0.0025482838615201986
