,CombinacionStocksEmpresas_n512_loss,CombinacionStocksEmpresas_n512_val_loss
0,0.00697176044956706,0.12341344013981435
1,0.006027122349317731,0.09292291909798808
2,0.008480706680351975,0.09594638234582441
3,0.007255290388718419,0.10513646969164925
4,0.005886994177828832,0.10602070853627961
5,0.004997619304634716,0.09766265287481506
6,0.004540851296878409,0.08670809676592377
7,0.004457248107198326,0.07850962277801557
8,0.004358343437485312,0.07382300102162635
9,0.004040482919663191,0.07044114686291793
10,0.0036184111631464683,0.06619476415645117
11,0.003229161831496776,0.060688154450778305
12,0.002925620976321656,0.05489595131627444
13,0.002675204280892323,0.049669811694786466
14,0.0024226316700464694,0.04509343806354479
15,0.002148128398319428,0.04071286800263942
16,0.0018767700182680768,0.03625805907208344
17,0.0016335938901950915,0.031883140490657984
18,0.0014199611928913444,0.0278560653671451
19,0.001220902294220253,0.024192145201324046
20,0.0010359580253903892,0.020816488084436834
21,0.0008716936900291121,0.017713082975697243
22,0.0007317340317257177,0.014933562398641959
23,0.0006139854881805422,0.012509945159157118
24,0.0005158319374835439,0.01043091018566455
25,0.00043603623534777555,0.008659762769252404
26,0.0003739207596304002,0.007173764465869158
27,0.00032728905863150013,0.005962133375478202
28,0.0002925708069032508,0.004983740997896798
29,0.0002676148787836662,0.0042045088270786166
30,0.0002499369283182675,0.0035924061319266244
31,0.00023734449906055228,0.003115150718896211
32,0.00022815163320883167,0.00274600050594101
33,0.00022098326292183335,0.00246141011152288
34,0.00021496657151648583,0.0022407474328132197
35,0.00020952907309937025,0.0020688378262793882
36,0.00020429249406302477,0.0019336189143359661
37,0.0001991102169200928,0.0018246750315201693
38,0.000193934446657692,0.0017346608607719343
39,0.0001887412698793589,0.0016583522953007412
40,0.0001835538335806883,0.0015913614676730044
41,0.00017840935804830306,0.0015307089110472422
42,0.00017332903655773113,0.0014745014553739764
43,0.00016832926828111788,0.001421396401122041
44,0.0001634322220577334,0.001370468546218913
45,0.00015864582458342393,0.0013212704436917756
46,0.00015397430410951204,0.0012735578060235786
47,0.00014942596944506634,0.0012271974380288657
48,0.0001449975847124775,0.0011822310270977088
49,0.00014069143297343418,0.0011386634840833388
50,0.0001365092566943374,0.0010965376846149735
51,0.00013244597658771892,0.0010559637923778474
52,0.00012850272720117635,0.0010169367252410143
53,0.00012467820413113604,0.0009794829014538862
54,0.00012097278121128229,0.0009436140629066818
55,0.00011738017786845523,0.0009093342948405221
56,0.00011390653200014013,0.0008766314070992943
57,0.00011054229361925745,0.0008454729519227797
58,0.00010729384031173527,0.0008157554200325889
59,0.00010415508034478487,0.0007876028352277888
60,0.00010112293552836114,0.000760833928147438
61,9.820452760322951e-05,0.0007354248724556688
62,9.538737604402583e-05,0.000711419298474131
63,9.267734242910948e-05,0.0006886810872532513
64,9.00704764152861e-05,0.0006672296721231321
65,8.756374338462457e-05,0.000647010486412408
66,8.515751884344313e-05,0.0006279695843314303
67,8.284836515266416e-05,0.0006100923718145952
68,8.0634215731246e-05,0.0005933219318053331
69,7.851571571409714e-05,0.0005776116058455202
70,7.648620291662552e-05,0.0005629467971933385
71,7.454702690352108e-05,0.0005492603516034868
72,7.26953464551513e-05,0.0005365387695820082
73,7.092767341889376e-05,0.0005247275165721089
74,6.924376446832689e-05,0.0005137878784577994
75,6.763892155107185e-05,0.0005036975730788605
76,6.611212544764082e-05,0.0004943997703556871
77,6.46613883580504e-05,0.00048587769510802524
78,6.328426075171968e-05,0.00047807825325142547
79,6.197756382967238e-05,0.00047096835540329246
80,6.073964908571871e-05,0.0004645241364226516
81,5.956702021314581e-05,0.00045869576921365383
82,5.8459507314161793e-05,0.0004534564608568861
83,5.7412105826219416e-05,0.00044878034172686693
84,5.6424444800927895e-05,0.00044461955709768265
85,5.5493290911444686e-05,0.0004409548509384281
86,5.461619462718888e-05,0.00043775436893940485
87,5.379167127646452e-05,0.0004349785733796742
88,5.3016978115962026e-05,0.00043261364562672443
89,5.2289338991508936e-05,0.0004306216135449793
90,5.1608144437115444e-05,0.0004289741132772346
91,5.096919359083973e-05,0.00042765510593669424
92,5.037205984739683e-05,0.00042662855495977076
93,4.981401137741357e-05,0.0004258787596662497
94,4.9292746051174494e-05,0.0004253789930384949
95,4.880699981739959e-05,0.0004251085037108639
96,4.835438256582845e-05,0.0004250461569500166
97,4.793340184701735e-05,0.00042517277366620887
98,4.754198882186882e-05,0.00042546932430317003
99,4.717869645295044e-05,0.00042591772668449014
100,4.6841538529281086e-05,0.00042650169638071164
101,4.6529419182922864e-05,0.00042720570465838855
102,4.624024088910631e-05,0.00042801454192262955
103,4.597302975672318e-05,0.0004289147478191118
104,4.572602546400519e-05,0.0004298929730564056
105,4.549821021320331e-05,0.0004309372576328273
106,4.5288071106923956e-05,0.00043203679265336656
