,Trends trend_ethereum-classic_loss,Trends trend_ethereum-classic_val_loss
0,0.014203967890520206,0.1876924479829854
1,0.007073575989396751,0.13980031904132886
2,0.004479790609544036,0.10485880333801796
3,0.004763919932382374,0.08419787198647685
4,0.005591645526389281,0.07521183891543026
5,0.00563630636717225,0.073127045713622
6,0.005091947845943357,0.07326338397360396
7,0.004476012303440392,0.0724627488646014
8,0.003988619909846577,0.06946495689194777
9,0.0036244054897634805,0.06459373595385716
10,0.0033565069704006114,0.058842103200397275
11,0.0031593725682054273,0.05322150749036635
12,0.0029981954601304285,0.048322531512413905
13,0.0028339323451228695,0.04423146908995749
14,0.0026484784514953694,0.040718390595638886
15,0.00244745303576962,0.037476736152994225
16,0.002244735863220332,0.03428632997233292
17,0.002049952794278533,0.031086769854200298
18,0.0018681374113557153,0.027942613323872118
19,0.0016977372592657633,0.024946833136437953
20,0.0015359794046601344,0.022154101994873464
21,0.0013802237728417948,0.019578477774543322
22,0.001229990618276656,0.017196354509770185
23,0.001086803599415968,0.01498159066099545
24,0.0009523590239856778,0.012924226022314751
25,0.0008281301961269701,0.01103700350584655
26,0.0007147853551753636,0.009332233397611257
27,0.0006117213332768658,0.00781274833127685
28,0.0005188578015177286,0.006473245377513184
29,0.00043632280671615796,0.0053063155440934776
30,0.00036382893817606327,0.004303303054780111
31,0.00030129271607589106,0.0034542391451354
32,0.0002480816506197269,0.002747344511464752
33,0.00020349675979486657,0.0021706459851100527
34,0.00016673602867636015,0.0017086258104563445
35,0.00013690549765188974,0.0013466414610116646
36,0.00011315379521258218,0.001069118977984649
37,9.456893543568279e-05,0.0008615287510549713
38,8.028752835207865e-05,0.000710512793772779
39,6.951567850372722e-05,0.0006041677070556786
40,6.154677390733776e-05,0.0005319285247978037
41,5.575165431210557e-05,0.0004851562807325745
42,5.162243437605385e-05,0.0004566618068753902
43,4.8732200255095635e-05,0.0004408579238090964
44,4.674667388303794e-05,0.00043351025301856044
45,4.540726918982738e-05,0.00043150371719344425
46,4.451887003994472e-05,0.00043262695209872535
47,4.393977602982583e-05,0.00043537769427833456
48,4.356837422980381e-05,0.0004387803656054425
49,4.3333900725099677e-05,0.00044224415631461674
50,4.3187814675359825e-05,0.0004454378196541434
51,4.309789759666263e-05,0.00044820490547445145
52,4.304291954098119e-05,0.00045049815149656656
53,4.300961781750786e-05,0.0004523311742988212
54,4.298941524305927e-05,0.0004537538618609395
55,4.297708772188427e-05,0.0004548273656795594
