,Stocks INTC_loss,Stocks INTC_val_loss
109,7.262997629508251e-06,0.00048476488938411843
110,7.247431487765145e-06,0.00048447914349918184
111,7.232446145840536e-06,0.00048421133452883136
112,7.218080694516315e-06,0.00048395890133598674
113,7.204336742898494e-06,0.00048372232301447255
114,7.191155838462202e-06,0.00048350102196519193
115,7.178519703861989e-06,0.0004832935250865725
116,7.166429545927363e-06,0.0004831007368361148
117,7.154859356607911e-06,0.00048291983638102043
118,7.143812319135088e-06,0.0004827525162209685
119,7.133208677819662e-06,0.0004825960271633588
120,7.123119338267805e-06,0.00048245124232310516
121,7.113460731908652e-06,0.0004823177363365315
122,7.104226562240421e-06,0.0004821931764196891
123,7.095459400611267e-06,0.0004820792908923557
124,7.087043776174631e-06,0.0004819741499466965
125,7.079041709473061e-06,0.0004818777088075876
126,7.071429571134593e-06,0.0004817890406299669
127,7.0641721707103825e-06,0.00048170879017561674
128,7.057254571498981e-06,0.0004816352156922221
129,7.050691815143532e-06,0.0004815687470209713
130,7.0444378672199e-06,0.00048150863641729724
131,7.038499898744004e-06,0.00048145418091175647
132,7.032859492448131e-06,0.0004814057297503146
133,7.027500224956804e-06,0.00048136191281418386
134,7.0224264163698535e-06,0.0004813235450106171
135,7.017610484511421e-06,0.0004812894084562476
136,7.013050400508711e-06,0.0004812594001682905
137,7.008720943374031e-06,0.0004812336455170925
138,7.004613595339693e-06,0.0004812112669102274
139,7.000753428725987e-06,0.0004811920180845146
140,6.997113193672423e-06,0.0004811762169433328
141,6.993652680019015e-06,0.00048116295455166925
142,6.9903986391531925e-06,0.00048115212344922696
143,6.987328027627462e-06,0.0004811436699058574
144,6.984437522288107e-06,0.00048113692229470383
145,6.981729414362165e-06,0.00048113249403496203
146,6.979175605710435e-06,0.0004811294179839584
147,6.976754609520587e-06,0.0004811278553321384
148,6.974518013381525e-06,0.00048112728221055406
149,6.972410163213611e-06,0.00048112830308337626
150,6.970421448106488e-06,0.0004811297134997753
151,6.9685856330509596e-06,0.0004811319746435262
152,6.966877295921082e-06,0.0004811351312897526
153,6.965276935051616e-06,0.00048113851628911035
154,6.963808722013289e-06,0.0004811424520224906
155,6.962400736763531e-06,0.00048114664745158877
156,6.961124741932368e-06,0.00048115072646536504
157,6.959962154094403e-06,0.00048115467115377006
158,6.958878727276057e-06,0.00048115889792545483
